,Opt Action,Opt Value
529,6,179.731585647
530,0,0.0
531,0,0.0
532,6,16.5298888222
533,0,0.0
534,0,0.0
535,0,0.0
536,0,0.0
537,0,0.0
538,6,179.731585647
539,0,0.0
540,0,0.0
541,0,0.0
542,3,85.3824696603
543,0,0.0
544,0,0.0
545,0,0.0
546,4,41.9119733744
547,0,0.0
548,0,0.0
549,0,0.0
550,0,0.0
551,0,0.0
552,0,0.0
553,6,20.1896517995
554,0,0.0
555,0,0.0
556,0,0.0
557,0,0.0
558,0,0.0
559,3,179.731585647
560,0,0.0
561,6,147.151776469
562,6,66.1195552886
563,0,0.0
564,0,0.0
565,0,0.0
566,0,0.0
567,0,0.0
568,0,0.0
569,0,0.0
570,0,0.0
571,6,30.1194211912
572,0,0.0
573,0,0.0
574,0,0.0
575,6,170.523615501
576,3,147.151776469
577,0,0.0
578,0,171.248546561
579,6,100.948258997
580,0,100.948258997
581,0,0.0
582,0,0.0
583,0,0.0
584,0,0.0
585,3,90.3582635737
586,0,0.0
587,6,49.3193927883
588,0,0.0
589,0,0.0
590,0,0.0
591,0,0.0
592,0,0.0
593,0,0.0
594,0,0.0
595,0,0.0
596,0,0.0
597,0,0.0
598,0,0.0
599,6,80.7586071979
600,6,179.731585647
601,0,0.0
602,0,0.0
603,0,147.151776469
604,0,0.0
605,0,0.0
606,6,120.477684765
607,0,0.0
608,3,27.0670566473
609,0,0.0
610,0,0.0
611,0,0.0
612,4,168.073563554
613,0,0.0
614,0,0.0
615,0,0.0
616,6,120.477684765
617,0,0.0
618,0,0.0
619,0,120.477684765
620,0,0.0
621,0,0.0
622,6,80.7586071979
623,3,92.3104482805
624,0,183.939720586
625,0,0.0
626,0,0.0
627,0,0.0
628,0,0.0
629,0,0.0
630,0,0.0
631,0,0.0
632,0,0.0
633,0,0.0
634,4,166.86091158
635,0,0.0
636,0,0.0
637,0,0.0
638,6,98.6387855766
639,0,0.0
640,0,0.0
641,0,0.0
642,0,0.0
643,6,219.524654438
644,0,0.0
645,0,110.363832351
646,0,0.0
647,0,0.0
648,0,0.0
649,0,0.0
650,4,89.8657928234
651,4,193.483550021
652,0,0.0
653,0,0.0
654,0,0.0
655,6,164.643490828
656,0,0.0
657,0,73.5758882343
658,0,0.0
659,0,0.0
660,3,150.597105956
661,0,0.0
662,0,0.0
663,0,0.0
664,0,0.0
665,3,147.151776469
666,3,49.5896664665
667,0,0.0
668,0,0.0
669,0,73.5758882343
670,0,0.0
671,0,0.0
672,0,0.0
673,0,0.0
674,0,0.0
675,0,0.0
676,3,33.0597776443
677,0,0.0
678,0,0.0
679,0,0.0
680,0,0.0
681,0,0.0
682,0,0.0
683,0,0.0
684,0,0.0
685,6,224.664482059
686,0,224.664482059
687,0,0.0
688,0,0.0
689,3,60.2388423824
690,0,0.0
691,0,0.0
692,0,0.0
693,0,0.0
694,0,0.0
695,6,150.597105956
696,6,100.948258997
697,6,82.6494441108
698,0,0.0
699,0,0.0
700,0,0.0
701,0,0.0
702,6,100.948258997
703,0,0.0
704,0,0.0
705,0,0.0
706,0,0.0
707,6,123.298481971
708,6,123.298481971
709,0,0.0
710,0,0.0
711,6,123.298481971
712,0,133.451928665
713,3,134.282219161
714,0,0.0
715,4,63.7370652392
716,0,0.0
717,0,0.0
718,0,0.0
719,0,0.0
720,0,0.0
721,0,0.0
722,0,0.0
723,0,0.0
724,0,0.0
725,6,60.2388423824
726,4,202.590111227
727,0,0.0
728,3,49.3193927883
729,6,99.9708448049
730,0,0.0
731,0,0.0
732,0,0.0
733,0,0.0
734,0,0.0
735,1,159.841389012
736,4,153.751046142
737,0,0.0
738,0,0.0
739,0,0.0
740,0,0.0
741,0,0.0
742,0,0.0
743,0,0.0
744,0,0.0
745,6,98.6387855766
746,0,0.0
747,0,0.0
748,0,0.0
749,0,0.0
750,0,0.0
751,0,0.0
752,0,0.0
753,3,52.2496485758
754,0,129.585791517
755,0,0.0
756,0,0.0
757,0,0.0
758,0,0.0
759,0,0.0
760,0,0.0
761,0,0.0
762,0,0.0
763,0,0.0
764,0,0.0
765,0,92.428245398
766,3,48.2672753607
767,0,0.0
768,0,0.0
769,0,0.0
770,0,0.0
771,0,147.151776469
772,0,0.0
773,3,120.477684765
774,0,0.0
775,0,54.1341132946
776,0,54.1341132946
777,0,0.0
778,0,0.0
779,0,0.0
780,0,0.0
781,0,0.0
782,0,66.1195552886
783,0,183.939720586
784,3,150.597105956
785,0,66.1195552886
786,0,0.0
787,3,183.298516458
788,0,183.939720586
789,3,147.151776469
790,0,82.6494441108
791,0,82.6494441108
792,0,66.1195552886
793,0,139.880780089
794,3,61.4178310964
795,0,0.0
796,0,66.1195552886
797,0,67.6676416183
798,0,0.0
799,0,150.597105956
800,3,67.6676416183
801,0,0.0
802,0,0.0
803,0,0.0
804,0,0.0
805,0,60.9337893994
806,3,147.151776469
807,6,274.405818047
808,6,183.939720586
809,0,0.0
810,0,66.1195552886
811,0,0.0
812,0,0.0
813,0,0.0
814,0,80.7586071979
815,0,66.1195552886
816,4,193.301778384
817,0,274.405818047
818,0,0.0
819,0,0.0
820,0,0.0
821,0,0.0
822,0,0.0
823,0,0.0
824,0,90.3582635737
825,0,0.0
826,0,0.0
827,0,0.0
828,0,0.0
829,0,0.0
830,0,0.0
831,0,0.0
832,0,0.0
833,0,0.0
834,0,0.0
835,0,0.0
836,0,0.0
837,0,100.948258997
838,0,82.6494441108
839,0,0.0
840,0,0.0
841,0,0.0
842,0,183.939720586
843,6,224.664482059
844,0,0.0
845,0,0.0
846,0,82.6494441108
847,0,0.0
848,3,112.914799945
849,0,0.0
850,0,0.0
851,0,0.0
852,0,0.0
853,6,150.597105956
854,6,224.664482059
855,0,120.477684765
856,3,183.939720586
857,0,150.597105956
858,0,67.6676416183
859,0,67.6676416183
860,0,82.6494441108
861,0,82.6494441108
862,0,0.0
863,0,150.597105956
864,0,123.298481971
865,0,274.405818047
866,0,123.298481971
867,0,0.0
868,0,0.0
869,0,0.0
870,0,0.0
871,0,0.0
872,0,0.0
873,0,0.0
874,0,0.0
875,0,0.0
876,0,0.0
877,0,0.0
878,0,0.0
879,0,0.0
880,0,0.0
881,0,0.0
882,0,0.0
883,0,0.0
884,0,0.0
885,0,0.0
886,0,0.0
887,0,0.0
888,0,0.0
889,0,0.0
890,0,0.0
891,0,0.0
892,0,0.0
893,0,0.0
894,0,0.0
895,0,0.0
896,0,0.0
897,0,0.0
898,0,0.0
899,0,0.0
900,0,0.0
901,0,0.0
902,0,0.0
903,0,0.0
904,0,0.0
905,0,0.0
906,0,0.0
907,0,0.0
908,0,0.0
909,0,0.0
910,0,0.0
911,0,0.0
912,0,0.0
913,0,0.0
914,0,0.0
915,0,0.0
916,0,0.0
917,0,0.0
918,0,0.0
919,0,0.0
920,0,0.0
921,0,0.0
922,0,0.0
923,0,0.0
924,0,0.0
925,0,0.0
926,0,0.0
927,0,0.0
928,0,0.0
929,0,0.0
930,0,0.0
931,0,0.0
932,0,0.0
933,0,0.0
934,0,0.0
935,0,0.0
936,0,0.0
937,0,0.0
938,0,0.0
939,0,0.0
940,0,0.0
941,0,0.0
942,0,0.0
943,0,0.0
944,0,0.0
945,0,0.0
946,0,0.0
947,0,0.0
948,0,0.0
949,0,0.0
950,0,0.0
951,0,0.0
952,0,0.0
953,0,0.0
954,0,0.0
955,0,0.0
956,0,0.0
957,0,0.0
958,0,0.0
959,0,0.0
960,0,0.0
961,0,0.0
962,0,0.0
963,0,0.0
964,0,0.0
965,0,0.0
966,0,0.0
967,0,0.0
968,0,0.0
969,0,0.0
970,0,0.0
971,0,0.0
972,0,0.0
973,0,0.0
974,0,0.0
975,0,0.0
976,0,0.0
977,0,0.0
978,0,0.0
979,0,0.0
980,0,0.0
981,0,0.0
982,0,0.0
983,0,0.0
984,0,0.0
985,0,0.0
986,0,0.0
987,0,0.0
988,0,0.0
989,0,0.0
990,0,0.0
991,0,0.0
992,0,0.0
993,0,0.0
994,0,0.0
995,0,0.0
996,0,0.0
997,0,0.0
998,0,0.0
999,0,0.0
1000,0,0.0
1001,0,0.0
1002,0,0.0
1003,0,0.0
1004,0,0.0
1005,0,0.0
1006,0,0.0
1007,0,0.0
1008,0,0.0
1009,0,0.0
1010,0,0.0
1011,0,0.0
1012,0,0.0
1013,0,0.0
1014,0,0.0
1015,0,0.0
1016,0,0.0
1017,0,0.0
1018,0,0.0
1019,0,0.0
1020,0,0.0
1021,0,0.0
1022,0,0.0
1023,0,0.0
1024,0,0.0
1025,0,0.0
1026,0,0.0
1027,0,0.0
1028,0,0.0
1029,0,0.0
1030,0,0.0
1031,0,0.0
1032,0,0.0
1033,0,0.0
1034,0,0.0
1035,0,0.0
1036,0,0.0
1037,0,0.0
1038,0,0.0
1039,0,0.0
1040,0,0.0
1041,0,0.0
1042,0,0.0
1043,0,0.0
1044,0,0.0
1045,0,0.0
1046,0,0.0
1047,0,0.0
1048,0,0.0
1049,0,0.0
1050,0,0.0
1051,0,0.0
1052,0,0.0
1053,0,0.0
1054,0,0.0
1055,0,0.0
1056,0,0.0
1057,0,0.0
1058,0,0.0
1059,0,0.0
1060,0,0.0
1061,0,0.0
1062,0,0.0
1063,0,0.0
1064,0,0.0
1065,0,0.0
1066,0,0.0
1067,0,0.0
1068,0,0.0
1069,0,0.0
1070,0,0.0
1071,0,0.0
1072,0,0.0
1073,0,0.0
1074,0,0.0
1075,0,0.0
1076,0,0.0
1077,0,0.0
1078,0,0.0
1079,0,0.0
1080,0,0.0
1081,0,0.0
