Unnamed: 0,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,IG_1,Qval
"(124, 6)",1,10.0,1,2.0,10,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(125, 0)",1,10.0,1,2.0,9,5.0,0.670320046036,0.670320046036,0.0,134.064009207
"(125, 1)",1,10.0,3,2.0,11,5.0,0.818730753078,0.548811636094,0.0,109.762327219
"(125, 3)",1,20.0,2,2.0,10,5.0,0.818730753078,0.670320046036,0.0,109.762327219
"(126, 0)",1,10.0,1,1.0,9,5.0,0.670320046036,0.670320046036,0.0,67.032004603600001
"(126, 4)",1,10.0,1,1.0,9,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(126, 5)",1,5.0,3,1.0,11,5.0,0.670320046036,0.548811636094,0.0,54.881163609399998
"(126, 6)",1,5.0,1,1.0,9,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(128, 0)",1,7.5,1,3.0,4,4.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(128, 1)",1,3.0,3,3.0,6,4.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(128, 2)",1,10.5,3,3.0,6,4.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(128, 4)",1,10.5,1,3.0,4,4.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(128, 5)",1,10.5,3,3.0,6,4.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(130, 1)",1,0.0,3,3.0,10,2.0,0.670320046036,0.670320046036,0.0,164.64349082799998
"(130, 3)",1,24.0,2,3.0,9,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(130, 4)",1,24.0,1,3.0,8,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(130, 6)",1,24.0,1,3.0,8,2.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(133, 3)",1,21.0,2,3.0,9,3.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(133, 4)",1,21.0,1,3.0,8,3.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(133, 5)",1,0.0,3,3.0,10,3.0,0.670320046036,0.670320046036,0.0,164.64349082799998
"(133, 6)",1,21.0,1,3.0,8,3.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(136, 1)",1,0.0,3,3.0,7,4.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(136, 2)",1,0.0,3,3.0,7,4.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(136, 3)",1,10.5,2,3.0,6,4.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(136, 4)",1,10.5,1,3.0,5,4.0,0.818730753078,0.818730753078,3.0,215.93708451500001
"(136, 6)",1,10.5,1,3.0,5,4.0,0.818730753078,0.818730753078,3.0,215.93708451500001
"(137, 1)",1,0.0,3,3.0,10,4.0,0.818730753078,0.670320046036,0.0,164.64349082799998
"(137, 3)",1,18.0,2,3.0,9,4.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(137, 4)",1,18.0,1,3.0,8,4.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(137, 6)",1,18.0,1,3.0,8,4.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(140, 1)",1,20.0,3,2.0,10,5.0,0.818730753078,0.670320046036,0.0,109.762327219
"(140, 5)",1,10.0,3,2.0,10,5.0,0.670320046036,0.670320046036,0.0,134.064009207
"(140, 6)",1,10.0,1,2.0,8,5.0,0.670320046036,0.670320046036,0.0,134.064009207
"(142, 3)",1,50.0,2,5.0,10,5.0,0.818730753078,0.670320046036,0.0,274.40581804700003
"(142, 5)",1,25.0,3,5.0,11,5.0,0.818730753078,0.548811636094,0.0,274.40581804700003
"(142, 6)",1,25.0,1,5.0,9,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(144, 4)",1,30.0,1,3.0,10,5.0,0.670320046036,0.670320046036,0.0,164.64349082799998
"(144, 5)",1,15.0,3,3.0,12,5.0,0.670320046036,0.548811636094,0.0,164.64349082799998
"(144, 6)",1,15.0,1,3.0,10,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(146, 4)",1,10.0,1,1.0,10,5.0,0.670320046036,0.670320046036,0.0,54.881163609399998
"(146, 5)",1,5.0,3,1.0,12,5.0,0.670320046036,0.548811636094,0.0,54.881163609399998
"(146, 6)",1,5.0,1,1.0,10,5.0,0.670320046036,0.670320046036,0.0,67.032004603600001
"(150, 0)",1,0.0,1,3.0,2,1.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(150, 1)",1,17.0,3,3.0,4,1.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(150, 3)",1,0.0,2,3.0,3,1.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(150, 4)",1,17.0,1,3.0,2,1.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(150, 5)",1,17.0,3,3.0,4,1.0,0.818730753078,0.818730753078,3.0,244.13511885299999
"(151, 0)",1,7.5,1,3.0,4,1.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(151, 1)",1,12.0,3,3.0,6,1.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(151, 2)",1,19.5,3,3.0,6,1.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(151, 4)",1,19.5,1,3.0,4,1.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(151, 5)",1,19.5,3,3.0,6,1.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(154, 1)",1,2.5,3,1.0,9,5.0,0.670320046036,0.670320046036,0.0,67.032004603600001
"(154, 2)",1,2.5,3,1.0,9,5.0,0.670320046036,0.670320046036,0.0,67.032004603600001
"(154, 3)",1,2.5,2,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(156, 0)",1,5.0,1,1.0,5,5.0,0.818730753078,0.818730753078,0.0,67.032004603600001
"(156, 2)",1,5.0,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(156, 3)",1,5.0,2,1.0,6,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(156, 5)",1,5.0,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(156, 6)",1,5.0,1,1.0,5,5.0,0.818730753078,0.818730753078,0.0,81.873075307799994
"(157, 0)",1,10.0,1,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(157, 2)",1,10.0,3,1.0,9,5.0,0.670320046036,0.670320046036,0.0,67.032004603600001
"(157, 5)",1,5.0,3,1.0,9,5.0,0.670320046036,0.670320046036,0.0,67.032004603600001
"(157, 6)",1,5.0,1,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(159, 1)",1,20.0,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(159, 3)",1,20.0,2,2.0,7,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(159, 5)",1,10.0,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(159, 6)",1,10.0,1,2.0,6,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(164, 3)",1,18.0,2,3.0,12,4.0,0.818730753078,0.548811636094,3.0,164.64349082799998
"(164, 4)",1,18.0,1,3.0,11,4.0,0.670320046036,0.548811636094,3.0,164.64349082799998
"(164, 6)",1,18.0,1,3.0,11,4.0,0.670320046036,0.548811636094,3.0,164.64349082799998
"(166, 0)",1,0.0,1,3.0,2,3.0,0.818730753078,0.818730753078,0.0,245.61922592400001
"(166, 1)",1,11.0,3,3.0,4,3.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(166, 3)",1,0.0,2,3.0,3,3.0,0.818730753078,0.818730753078,0.0,245.61922592400001
"(166, 4)",1,11.0,1,3.0,2,3.0,0.818730753078,0.818730753078,3.0,245.61922592400001
"(166, 5)",1,11.0,3,3.0,4,3.0,0.818730753078,0.818730753078,3.0,229.29404814900002
"(167, 0)",1,1.66666666667,1,2.0,3,5.0,0.818730753078,0.818730753078,0.0,163.74615061599999
"(167, 1)",1,1.66666666667,3,2.0,5,5.0,0.818730753078,0.818730753078,0.0,163.74615061599999
"(167, 2)",1,3.33333333333,3,2.0,5,5.0,0.818730753078,0.818730753078,0.0,134.064009207
"(167, 3)",1,3.33333333333,2,2.0,4,5.0,0.818730753078,0.818730753078,0.0,163.74615061599999
"(167, 5)",1,3.33333333333,3,2.0,5,5.0,0.818730753078,0.818730753078,0.0,134.064009207
"(168, 1)",1,5.0,3,2.0,6,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(168, 2)",1,5.0,3,2.0,6,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(168, 3)",1,5.0,2,2.0,5,5.0,0.818730753078,0.818730753078,0.0,163.74615061599999
"(168, 5)",1,10.0,3,2.0,6,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(177, 0)",1,0.0,1,3.0,4,2.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(177, 2)",1,0.0,3,3.0,6,2.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(177, 4)",1,24.0,1,3.0,4,2.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(177, 5)",1,0.0,3,3.0,6,2.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(177, 6)",1,24.0,1,3.0,4,2.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(178, 0)",1,0.0,1,3.0,7,2.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(178, 2)",1,0.0,3,3.0,9,2.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(178, 4)",1,24.0,1,3.0,7,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(178, 6)",1,24.0,1,3.0,7,2.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(180, 0)",1,10.0,1,2.0,6,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(180, 1)",1,10.0,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(180, 3)",1,20.0,2,2.0,7,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(180, 5)",1,20.0,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(181, 0)",1,10.0,1,2.0,8,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(181, 1)",1,10.0,3,2.0,10,5.0,0.670320046036,0.670320046036,0.0,134.064009207
"(181, 5)",1,20.0,3,2.0,10,5.0,0.670320046036,0.670320046036,0.0,109.762327219
"(183, 3)",1,40.0,2,4.0,10,5.0,0.670320046036,0.670320046036,0.0,219.524654438
"(183, 5)",1,20.0,3,4.0,11,5.0,0.818730753078,0.548811636094,0.0,219.524654438
"(183, 6)",1,20.0,1,4.0,9,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(184, 5)",1,20.0,3,4.0,13,5.0,0.818730753078,0.548811636094,0.0,219.524654438
"(184, 6)",1,20.0,1,4.0,11,5.0,0.670320046036,0.548811636094,0.0,219.524654438
"(186, 0)",1,2.5,1,3.0,3,5.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(186, 1)",1,2.5,3,3.0,5,5.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(186, 2)",1,5.0,3,3.0,5,5.0,0.818730753078,0.818730753078,0.0,201.09601381099998
"(186, 3)",1,5.0,2,3.0,4,5.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(186, 5)",1,5.0,3,3.0,5,5.0,0.818730753078,0.818730753078,0.0,201.09601381099998
"(187, 0)",1,2.5,1,3.0,6,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(187, 1)",1,2.5,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(187, 2)",1,5.0,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(187, 3)",1,5.0,2,3.0,7,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(189, 0)",1,10.0,1,2.0,11,5.0,0.818730753078,0.548811636094,0.0,109.762327219
"(189, 1)",1,10.0,3,2.0,13,5.0,0.670320046036,0.548811636094,0.0,109.762327219
"(191, 0)",1,10.0,1,2.0,7,5.0,0.670320046036,0.670320046036,0.0,134.064009207
"(191, 1)",1,10.0,3,2.0,9,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(191, 4)",1,20.0,1,2.0,7,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(191, 5)",1,20.0,3,2.0,9,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(193, 1)",1,2.5,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(193, 2)",1,2.5,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(193, 3)",1,2.5,2,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(193, 6)",1,5.0,1,1.0,6,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(195, 1)",1,7.5,3,3.0,9,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(195, 2)",1,7.5,3,3.0,9,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(195, 3)",1,7.5,2,3.0,8,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(197, 0)",1,0.833333333333,1,1.0,5,5.0,0.818730753078,0.818730753078,0.0,67.032004603600001
"(197, 1)",1,0.833333333333,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(197, 2)",1,1.66666666667,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(197, 3)",1,1.66666666667,2,1.0,6,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(197, 6)",1,1.66666666667,1,1.0,5,5.0,0.818730753078,0.818730753078,0.0,67.032004603600001
"(198, 0)",1,0.833333333333,1,1.0,6,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(198, 1)",1,0.833333333333,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(198, 2)",1,1.66666666667,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(198, 3)",1,1.66666666667,2,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(200, 2)",1,0.0,3,3.0,10,2.0,0.818730753078,0.670320046036,0.0,164.64349082799998
"(200, 3)",1,24.0,2,3.0,9,2.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(200, 4)",1,24.0,1,3.0,8,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(200, 6)",1,24.0,1,3.0,8,2.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(202, 1)",1,21.0,3,3.0,7,3.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(202, 2)",1,21.0,3,3.0,7,3.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(202, 4)",1,21.0,1,3.0,5,3.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(202, 5)",1,21.0,3,3.0,7,3.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(204, 0)",1,5.0,1,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(204, 1)",1,5.0,3,1.0,9,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(204, 2)",1,10.0,3,1.0,9,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(204, 6)",1,10.0,1,1.0,7,5.0,0.670320046036,0.670320046036,0.0,67.032004603600001
"(205, 0)",1,5.0,1,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(205, 1)",1,5.0,3,1.0,10,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(205, 2)",1,10.0,3,1.0,10,5.0,0.670320046036,0.670320046036,0.0,54.881163609399998
"(206, 0)",1,5.0,1,1.0,11,5.0,0.670320046036,0.548811636094,0.0,54.881163609399998
"(206, 1)",1,5.0,3,1.0,13,5.0,0.670320046036,0.548811636094,0.0,54.881163609399998
"(212, 1)",1,7.5,3,3.0,6,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(212, 2)",1,7.5,3,3.0,6,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(212, 3)",1,7.5,2,3.0,5,5.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(212, 5)",1,15.0,3,3.0,6,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(215, 2)",1,0.0,3,3.0,7,2.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(215, 3)",1,24.0,2,3.0,6,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(215, 4)",1,24.0,1,3.0,5,2.0,0.818730753078,0.818730753078,3.0,239.682797642
"(215, 5)",1,0.0,3,3.0,7,2.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(215, 6)",1,24.0,1,3.0,5,2.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(218, 0)",1,10.0,1,2.0,7,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(218, 1)",1,10.0,3,2.0,9,5.0,0.670320046036,0.670320046036,0.0,134.064009207
"(218, 2)",1,20.0,3,2.0,9,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(218, 4)",1,20.0,1,2.0,7,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(222, 0)",1,10.0,1,1.0,10,5.0,0.670320046036,0.670320046036,0.0,54.881163609399998
"(222, 5)",1,5.0,3,1.0,12,5.0,0.670320046036,0.548811636094,0.0,54.881163609399998
"(222, 6)",1,5.0,1,1.0,10,5.0,0.670320046036,0.670320046036,0.0,67.032004603600001
"(227, 3)",1,21.0,2,3.0,12,3.0,0.670320046036,0.548811636094,3.0,164.64349082799998
"(227, 4)",1,21.0,1,3.0,11,3.0,0.818730753078,0.548811636094,3.0,164.64349082799998
"(227, 6)",1,21.0,1,3.0,11,3.0,0.670320046036,0.548811636094,3.0,164.64349082799998
"(233, 1)",1,14.5,3,3.0,5,1.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(233, 2)",1,14.5,3,3.0,5,1.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(233, 3)",1,2.5,2,3.0,4,1.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(233, 4)",1,17.0,1,3.0,3,1.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(233, 5)",1,17.0,3,3.0,5,1.0,0.818730753078,0.818730753078,3.0,244.13511885299999
"(243, 0)",1,0.0,1,3.0,7,3.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(243, 2)",1,0.0,3,3.0,9,3.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(243, 4)",1,21.0,1,3.0,7,3.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(243, 6)",1,21.0,1,3.0,7,3.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(246, 0)",1,15.0,1,3.0,9,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(246, 1)",1,15.0,3,3.0,11,5.0,0.670320046036,0.548811636094,0.0,164.64349082799998
"(246, 3)",1,30.0,2,3.0,10,5.0,0.818730753078,0.670320046036,0.0,164.64349082799998
"(252, 0)",1,15.0,1,3.0,11,5.0,0.670320046036,0.548811636094,0.0,164.64349082799998
"(252, 1)",1,15.0,3,3.0,13,5.0,0.818730753078,0.548811636094,0.0,164.64349082799998
"(269, 1)",1,30.0,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(269, 3)",1,30.0,2,3.0,7,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(269, 5)",1,15.0,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(269, 6)",1,15.0,1,3.0,6,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(270, 1)",1,30.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0,164.64349082799998
"(270, 5)",1,15.0,3,3.0,10,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(270, 6)",1,15.0,1,3.0,8,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(271, 0)",1,10.0,1,2.0,10,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(271, 1)",1,10.0,3,2.0,12,5.0,0.818730753078,0.548811636094,0.0,109.762327219
"(271, 4)",1,20.0,1,2.0,10,5.0,0.670320046036,0.670320046036,0.0,109.762327219
"(272, 1)",1,30.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0,164.64349082799998
"(272, 5)",1,15.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(272, 6)",1,15.0,1,3.0,8,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(276, 0)",1,3.33333333333,1,4.0,3,5.0,0.818730753078,0.818730753078,0.0,327.492301231
"(276, 1)",1,3.33333333333,3,4.0,5,5.0,0.818730753078,0.818730753078,0.0,327.492301231
"(276, 2)",1,6.66666666667,3,4.0,5,5.0,0.818730753078,0.818730753078,0.0,268.128018414
"(276, 3)",1,6.66666666667,2,4.0,4,5.0,0.818730753078,0.818730753078,0.0,327.492301231
"(276, 5)",1,6.66666666667,3,4.0,5,5.0,0.818730753078,0.818730753078,0.0,268.128018414
"(277, 0)",1,20.0,1,4.0,5,5.0,0.818730753078,0.818730753078,0.0,327.492301231
"(277, 1)",1,20.0,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(277, 2)",1,40.0,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(277, 5)",1,40.0,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(279, 0)",1,10.0,1,2.0,5,5.0,0.818730753078,0.818730753078,0.0,163.74615061599999
"(279, 1)",1,10.0,3,2.0,7,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(279, 2)",1,20.0,3,2.0,7,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(279, 5)",1,20.0,3,2.0,7,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(284, 0)",1,5.0,1,1.0,9,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(284, 1)",1,5.0,3,1.0,11,5.0,0.670320046036,0.548811636094,0.0,54.881163609399998
"(284, 3)",1,10.0,2,1.0,10,5.0,0.818730753078,0.670320046036,0.0,54.881163609399998
"(288, 0)",1,3.33333333333,1,4.0,6,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(288, 1)",1,3.33333333333,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(288, 2)",1,6.66666666667,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(288, 3)",1,6.66666666667,2,4.0,7,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(290, 1)",1,27.0,3,3.0,7,1.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(290, 2)",1,27.0,3,3.0,7,1.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(290, 4)",1,27.0,1,3.0,5,1.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(290, 5)",1,27.0,3,3.0,7,1.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(292, 2)",1,30.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0,164.64349082799998
"(292, 5)",1,15.0,3,3.0,10,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(292, 6)",1,15.0,1,3.0,8,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(295, 0)",1,20.0,1,4.0,6,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(295, 1)",1,20.0,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(295, 3)",1,40.0,2,4.0,7,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(295, 5)",1,40.0,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(296, 0)",1,20.0,1,4.0,8,5.0,0.670320046036,0.670320046036,0.0,268.128018414
"(296, 1)",1,20.0,3,4.0,10,5.0,0.670320046036,0.670320046036,0.0,268.128018414
"(296, 5)",1,40.0,3,4.0,10,5.0,0.670320046036,0.670320046036,0.0,219.524654438
"(301, 5)",1,15.0,3,3.0,13,5.0,0.670320046036,0.548811636094,0.0,164.64349082799998
"(301, 6)",1,15.0,1,3.0,11,5.0,0.670320046036,0.548811636094,0.0,164.64349082799998
"(303, 1)",1,0.0,3,3.0,7,3.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(303, 2)",1,0.0,3,3.0,7,3.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(303, 3)",1,13.5,2,3.0,6,3.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(303, 4)",1,13.5,1,3.0,5,3.0,0.818730753078,0.818730753078,3.0,229.29404814900002
"(303, 6)",1,13.5,1,3.0,5,3.0,0.818730753078,0.818730753078,3.0,229.29404814900002
"(304, 1)",1,0.0,3,3.0,10,3.0,0.818730753078,0.670320046036,0.0,164.64349082799998
"(304, 3)",1,21.0,2,3.0,9,3.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(304, 4)",1,21.0,1,3.0,8,3.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(304, 6)",1,21.0,1,3.0,8,3.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(306, 2)",1,0.0,3,3.0,10,3.0,0.818730753078,0.670320046036,0.0,164.64349082799998
"(306, 3)",1,21.0,2,3.0,9,3.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(306, 4)",1,21.0,1,3.0,8,3.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(306, 6)",1,21.0,1,3.0,8,3.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(312, 0)",1,5.0,1,1.0,10,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(312, 1)",1,5.0,3,1.0,12,5.0,0.818730753078,0.548811636094,0.0,54.881163609399998
"(312, 6)",1,10.0,1,1.0,10,5.0,0.670320046036,0.670320046036,0.0,54.881163609399998
"(315, 0)",1,0.0,1,3.0,2,2.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(315, 1)",1,14.0,3,3.0,4,2.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(315, 3)",1,0.0,2,3.0,3,2.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(315, 4)",1,14.0,1,3.0,2,2.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(315, 5)",1,14.0,3,3.0,4,2.0,0.818730753078,0.818730753078,3.0,239.682797642
"(316, 0)",1,7.5,1,3.0,4,2.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(316, 1)",1,9.0,3,3.0,6,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(316, 2)",1,16.5,3,3.0,6,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(316, 4)",1,16.5,1,3.0,4,2.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(316, 5)",1,16.5,3,3.0,6,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(319, 0)",1,15.0,1,3.0,6,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(319, 1)",1,15.0,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(319, 3)",1,30.0,2,3.0,7,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(319, 5)",1,30.0,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(321, 1)",1,2.5,3,1.0,6,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(321, 2)",1,2.5,3,1.0,6,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(321, 3)",1,2.5,2,1.0,5,5.0,0.818730753078,0.818730753078,0.0,81.873075307799994
