,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,IG_1
"(446, 1)",1,10.0,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(446, 3)",1,10.0,2,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(446, 5)",1,5.0,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(446, 6)",1,5.0,1,1.0,6,5.0,0.818730753078,0.670320046036,0.0
"(453, 2)",1,30.0,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(453, 3)",1,30.0,2,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(453, 5)",1,15.0,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(453, 6)",1,15.0,1,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(454, 2)",1,0.0,3,3.0,10,5.0,0.818730753078,0.670320046036,0.0
"(454, 3)",1,15.0,2,3.0,9,5.0,0.670320046036,0.670320046036,3.0
"(454, 4)",1,15.0,1,3.0,8,5.0,0.818730753078,0.670320046036,3.0
"(454, 6)",1,15.0,1,3.0,8,5.0,0.818730753078,0.670320046036,3.0
"(458, 2)",1,10.0,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(458, 3)",1,10.0,2,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(458, 5)",1,5.0,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(458, 6)",1,5.0,1,1.0,6,5.0,0.818730753078,0.670320046036,0.0
"(463, 4)",1,50.0,1,5.0,10,5.0,0.670320046036,0.670320046036,0.0
"(463, 5)",1,25.0,3,5.0,12,5.0,0.818730753078,0.548811636094,0.0
"(463, 6)",1,25.0,1,5.0,10,5.0,0.818730753078,0.670320046036,0.0
"(467, 0)",1,5.0,1,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(467, 1)",1,5.0,3,1.0,9,5.0,0.670320046036,0.670320046036,0.0
"(467, 4)",1,10.0,1,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(467, 5)",1,10.0,3,1.0,9,5.0,0.670320046036,0.670320046036,0.0
"(468, 0)",1,5.0,1,1.0,10,5.0,0.670320046036,0.670320046036,0.0
"(468, 1)",1,5.0,3,1.0,12,5.0,0.818730753078,0.548811636094,0.0
"(468, 4)",1,10.0,1,1.0,10,5.0,0.670320046036,0.670320046036,0.0
"(475, 1)",1,11.5,3,3.0,5,2.0,0.818730753078,0.818730753078,3.0
"(475, 2)",1,11.5,3,3.0,5,2.0,0.818730753078,0.818730753078,3.0
"(475, 3)",1,2.5,2,3.0,4,2.0,0.818730753078,0.818730753078,0.0
"(475, 4)",1,14.0,1,3.0,3,2.0,0.818730753078,0.818730753078,3.0
"(475, 5)",1,14.0,3,3.0,5,2.0,0.818730753078,0.818730753078,3.0
"(476, 1)",1,24.0,3,3.0,7,2.0,0.818730753078,0.670320046036,3.0
"(476, 2)",1,24.0,3,3.0,7,2.0,0.818730753078,0.670320046036,3.0
"(476, 4)",1,24.0,1,3.0,5,2.0,0.818730753078,0.818730753078,3.0
"(476, 5)",1,24.0,3,3.0,7,2.0,0.818730753078,0.670320046036,3.0
"(478, 3)",1,27.0,2,3.0,9,1.0,0.670320046036,0.670320046036,3.0
"(478, 4)",1,27.0,1,3.0,8,1.0,0.670320046036,0.670320046036,3.0
"(478, 5)",1,0.0,3,3.0,10,1.0,0.818730753078,0.670320046036,0.0
"(478, 6)",1,27.0,1,3.0,8,1.0,0.818730753078,0.670320046036,3.0
"(482, 0)",1,5.0,1,1.0,5,5.0,0.818730753078,0.818730753078,0.0
"(482, 1)",1,5.0,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(482, 2)",1,10.0,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(482, 5)",1,10.0,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(483, 0)",1,5.0,1,1.0,8,5.0,0.670320046036,0.670320046036,0.0
"(483, 1)",1,5.0,3,1.0,10,5.0,0.818730753078,0.670320046036,0.0
"(483, 2)",1,10.0,3,1.0,10,5.0,0.670320046036,0.670320046036,0.0
"(486, 0)",1,5.0,1,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(486, 1)",1,5.0,3,1.0,10,5.0,0.818730753078,0.670320046036,0.0
"(486, 3)",1,10.0,2,1.0,9,5.0,0.818730753078,0.670320046036,0.0
"(486, 4)",1,10.0,1,1.0,8,5.0,0.670320046036,0.670320046036,0.0
"(487, 0)",1,10.0,1,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(487, 3)",1,10.0,2,1.0,9,5.0,0.670320046036,0.670320046036,0.0
"(487, 5)",1,5.0,3,1.0,10,5.0,0.670320046036,0.670320046036,0.0
"(487, 6)",1,5.0,1,1.0,8,5.0,0.670320046036,0.670320046036,0.0
"(489, 0)",1,5.0,1,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(489, 1)",1,5.0,3,1.0,10,5.0,0.670320046036,0.670320046036,0.0
"(489, 5)",1,10.0,3,1.0,10,5.0,0.670320046036,0.670320046036,0.0
"(490, 0)",1,0.0,1,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(490, 2)",1,0.0,3,3.0,9,5.0,0.670320046036,0.670320046036,0.0
"(490, 4)",1,15.0,1,3.0,7,5.0,0.818730753078,0.670320046036,3.0
"(490, 6)",1,15.0,1,3.0,7,5.0,0.818730753078,0.670320046036,3.0
"(492, 0)",1,20.0,1,4.0,7,5.0,0.670320046036,0.670320046036,0.0
"(492, 1)",1,20.0,3,4.0,9,5.0,0.670320046036,0.670320046036,0.0
"(492, 2)",1,40.0,3,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(492, 4)",1,40.0,1,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(497, 0)",1,15.0,1,3.0,7,5.0,0.670320046036,0.670320046036,0.0
"(497, 1)",1,15.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(497, 4)",1,30.0,1,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(497, 5)",1,30.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(504, 0)",1,3.33333333333,1,4.0,5,5.0,0.818730753078,0.818730753078,0.0
"(504, 1)",1,3.33333333333,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(504, 2)",1,6.66666666667,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(504, 3)",1,6.66666666667,2,4.0,6,5.0,0.818730753078,0.670320046036,0.0
"(504, 4)",1,6.66666666667,1,4.0,5,5.0,0.818730753078,0.818730753078,0.0
"(505, 1)",1,10.0,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(505, 2)",1,10.0,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(505, 3)",1,10.0,2,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(505, 4)",1,20.0,1,4.0,6,5.0,0.818730753078,0.670320046036,0.0
"(512, 2)",1,40.0,3,4.0,9,5.0,0.670320046036,0.670320046036,0.0
"(512, 4)",1,40.0,1,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(512, 5)",1,20.0,3,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(512, 6)",1,20.0,1,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(515, 0)",1,40.0,1,4.0,8,5.0,0.670320046036,0.670320046036,0.0
"(515, 3)",1,40.0,2,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(515, 5)",1,20.0,3,4.0,10,5.0,0.818730753078,0.670320046036,0.0
"(515, 6)",1,20.0,1,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(520, 0)",1,40.0,1,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(520, 5)",1,20.0,3,4.0,12,5.0,0.670320046036,0.548811636094,0.0
"(520, 6)",1,20.0,1,4.0,10,5.0,0.818730753078,0.670320046036,0.0
"(523, 1)",1,10.0,3,4.0,6,5.0,0.818730753078,0.670320046036,0.0
"(523, 2)",1,10.0,3,4.0,6,5.0,0.818730753078,0.670320046036,0.0
"(523, 3)",1,10.0,2,4.0,5,5.0,0.818730753078,0.818730753078,0.0
"(523, 5)",1,20.0,3,4.0,6,5.0,0.818730753078,0.670320046036,0.0
"(524, 0)",1,15.0,1,3.0,5,5.0,0.818730753078,0.818730753078,0.0
"(524, 2)",1,15.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(524, 3)",1,15.0,2,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(524, 5)",1,15.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(524, 6)",1,15.0,1,3.0,5,5.0,0.818730753078,0.818730753078,0.0
"(528, 0)",1,0.0,1,3.0,4,4.0,0.818730753078,0.818730753078,0.0
"(528, 2)",1,0.0,3,3.0,6,4.0,0.818730753078,0.670320046036,0.0
"(528, 4)",1,18.0,1,3.0,4,4.0,0.818730753078,0.818730753078,3.0
"(528, 5)",1,0.0,3,3.0,6,4.0,0.818730753078,0.670320046036,0.0
"(528, 6)",1,18.0,1,3.0,4,4.0,0.818730753078,0.818730753078,3.0
"(529, 0)",1,0.0,1,3.0,7,4.0,0.670320046036,0.670320046036,0.0
"(529, 2)",1,0.0,3,3.0,9,4.0,0.818730753078,0.670320046036,0.0
"(529, 4)",1,18.0,1,3.0,7,4.0,0.818730753078,0.670320046036,3.0
"(529, 6)",1,18.0,1,3.0,7,4.0,0.818730753078,0.670320046036,3.0
"(530, 2)",1,0.0,3,3.0,10,4.0,0.670320046036,0.670320046036,0.0
"(530, 3)",1,18.0,2,3.0,9,4.0,0.818730753078,0.670320046036,3.0
"(530, 4)",1,18.0,1,3.0,8,4.0,0.670320046036,0.670320046036,3.0
"(530, 6)",1,18.0,1,3.0,8,4.0,0.670320046036,0.670320046036,3.0
"(536, 0)",1,20.0,1,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(536, 1)",1,20.0,3,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(536, 4)",1,40.0,1,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(536, 5)",1,40.0,3,4.0,9,5.0,0.670320046036,0.670320046036,0.0
"(537, 0)",1,20.0,1,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(537, 1)",1,20.0,3,4.0,12,5.0,0.670320046036,0.548811636094,0.0
"(537, 4)",1,40.0,1,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(542, 2)",1,40.0,3,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(542, 5)",1,20.0,3,4.0,10,5.0,0.818730753078,0.670320046036,0.0
"(542, 6)",1,20.0,1,4.0,8,5.0,0.670320046036,0.670320046036,0.0
"(544, 2)",1,40.0,3,4.0,9,5.0,0.670320046036,0.670320046036,0.0
"(544, 4)",1,40.0,1,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(544, 5)",1,20.0,3,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(544, 6)",1,20.0,1,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(545, 4)",1,40.0,1,4.0,10,5.0,0.818730753078,0.670320046036,0.0
"(545, 5)",1,20.0,3,4.0,12,5.0,0.670320046036,0.548811636094,0.0
"(545, 6)",1,20.0,1,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(549, 0)",1,30.0,1,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(549, 2)",1,30.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(549, 5)",1,15.0,3,3.0,9,5.0,0.670320046036,0.670320046036,0.0
"(549, 6)",1,15.0,1,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(560, 1)",1,0.0,3,3.0,7,3.0,0.818730753078,0.670320046036,0.0
"(560, 3)",1,21.0,2,3.0,6,3.0,0.818730753078,0.670320046036,3.0
"(560, 4)",1,21.0,1,3.0,5,3.0,0.818730753078,0.818730753078,3.0
"(560, 5)",1,0.0,3,3.0,7,3.0,0.818730753078,0.670320046036,0.0
"(560, 6)",1,21.0,1,3.0,5,3.0,0.818730753078,0.818730753078,3.0
"(564, 1)",1,30.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(564, 4)",1,30.0,1,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(564, 5)",1,15.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(564, 6)",1,15.0,1,3.0,7,5.0,0.670320046036,0.670320046036,0.0
"(565, 0)",1,7.5,1,3.0,4,3.0,0.818730753078,0.818730753078,0.0
"(565, 1)",1,6.0,3,3.0,6,3.0,0.818730753078,0.670320046036,3.0
"(565, 2)",1,13.5,3,3.0,6,3.0,0.818730753078,0.670320046036,3.0
"(565, 4)",1,13.5,1,3.0,4,3.0,0.818730753078,0.818730753078,3.0
"(565, 5)",1,13.5,3,3.0,6,3.0,0.818730753078,0.670320046036,3.0
"(566, 0)",1,20.0,1,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(566, 1)",1,20.0,3,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(566, 3)",1,40.0,2,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(566, 4)",1,40.0,1,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(571, 1)",1,20.0,3,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(571, 2)",1,20.0,3,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(571, 5)",1,10.0,3,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(571, 6)",1,10.0,1,2.0,5,5.0,0.818730753078,0.818730753078,0.0
"(572, 2)",1,20.0,3,2.0,10,5.0,0.818730753078,0.670320046036,0.0
"(572, 5)",1,10.0,3,2.0,10,5.0,0.818730753078,0.670320046036,0.0
"(572, 6)",1,10.0,1,2.0,8,5.0,0.670320046036,0.670320046036,0.0
"(575, 5)",1,20.0,3,4.0,13,5.0,0.670320046036,0.548811636094,0.0
"(575, 6)",1,20.0,1,4.0,11,5.0,0.818730753078,0.548811636094,0.0
"(577, 0)",1,30.0,1,3.0,10,5.0,0.818730753078,0.670320046036,0.0
"(577, 5)",1,15.0,3,3.0,12,5.0,0.670320046036,0.548811636094,0.0
"(577, 6)",1,15.0,1,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(590, 0)",1,10.0,1,2.0,8,5.0,0.670320046036,0.670320046036,0.0
"(590, 1)",1,10.0,3,2.0,10,5.0,0.670320046036,0.670320046036,0.0
"(590, 3)",1,20.0,2,2.0,9,5.0,0.818730753078,0.670320046036,0.0
"(590, 4)",1,20.0,1,2.0,8,5.0,0.818730753078,0.670320046036,0.0
"(592, 0)",1,5.0,1,3.0,4,2.0,0.818730753078,0.818730753078,0.0
"(592, 1)",1,0.0,3,3.0,6,2.0,0.818730753078,0.670320046036,0.0
"(592, 2)",1,5.0,3,3.0,6,2.0,0.818730753078,0.670320046036,0.0
"(592, 4)",1,9.0,1,3.0,4,2.0,0.818730753078,0.818730753078,3.0
"(592, 6)",1,9.0,1,3.0,4,2.0,0.818730753078,0.818730753078,3.0
"(600, 0)",1,5.0,1,1.0,7,5.0,0.670320046036,0.670320046036,0.0
"(600, 1)",1,5.0,3,1.0,9,5.0,0.818730753078,0.670320046036,0.0
"(600, 2)",1,10.0,3,1.0,9,5.0,0.818730753078,0.670320046036,0.0
"(600, 4)",1,10.0,1,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(602, 1)",1,40.0,3,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(602, 4)",1,40.0,1,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(602, 5)",1,20.0,3,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(602, 6)",1,20.0,1,4.0,7,5.0,0.670320046036,0.670320046036,0.0
"(607, 0)",1,0.0,1,3.0,10,4.0,0.670320046036,0.670320046036,0.0
"(607, 3)",1,18.0,2,3.0,11,4.0,0.670320046036,0.548811636094,3.0
"(607, 4)",1,18.0,1,3.0,10,4.0,0.670320046036,0.670320046036,3.0
"(607, 6)",1,18.0,1,3.0,10,4.0,0.670320046036,0.670320046036,3.0
"(608, 0)",1,5.0,1,1.0,8,5.0,0.670320046036,0.670320046036,0.0
"(608, 1)",1,5.0,3,1.0,10,5.0,0.818730753078,0.670320046036,0.0
"(608, 3)",1,10.0,2,1.0,9,5.0,0.818730753078,0.670320046036,0.0
"(608, 6)",1,10.0,1,1.0,8,5.0,0.670320046036,0.670320046036,0.0
"(613, 1)",1,40.0,3,4.0,10,5.0,0.818730753078,0.670320046036,0.0
"(613, 5)",1,20.0,3,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(613, 6)",1,20.0,1,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(615, 0)",1,7.5,1,3.0,7,3.0,0.818730753078,0.670320046036,0.0
"(615, 1)",1,7.5,3,3.0,9,3.0,0.818730753078,0.670320046036,0.0
"(615, 3)",1,13.5,2,3.0,8,3.0,0.670320046036,0.670320046036,3.0
"(615, 4)",1,13.5,1,3.0,7,3.0,0.818730753078,0.670320046036,3.0
"(615, 6)",1,13.5,1,3.0,7,3.0,0.818730753078,0.670320046036,3.0
"(622, 0)",1,30.0,1,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(622, 3)",1,30.0,2,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(622, 5)",1,15.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(622, 6)",1,15.0,1,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(627, 1)",1,10.0,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(627, 2)",1,10.0,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(627, 5)",1,5.0,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(627, 6)",1,5.0,1,1.0,5,5.0,0.818730753078,0.818730753078,0.0
"(630, 1)",1,5.0,3,2.0,9,5.0,0.818730753078,0.670320046036,0.0
"(630, 2)",1,5.0,3,2.0,9,5.0,0.670320046036,0.670320046036,0.0
"(630, 3)",1,5.0,2,2.0,8,5.0,0.818730753078,0.670320046036,0.0
"(631, 2)",1,30.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(631, 4)",1,30.0,1,3.0,7,5.0,0.670320046036,0.670320046036,0.0
"(631, 5)",1,15.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(631, 6)",1,15.0,1,3.0,7,5.0,0.670320046036,0.670320046036,0.0
"(637, 0)",1,30.0,1,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(637, 4)",1,30.0,1,3.0,9,5.0,0.670320046036,0.670320046036,0.0
"(637, 5)",1,15.0,3,3.0,11,5.0,0.670320046036,0.548811636094,0.0
"(637, 6)",1,15.0,1,3.0,9,5.0,0.670320046036,0.670320046036,0.0
"(640, 2)",1,40.0,3,4.0,10,5.0,0.818730753078,0.670320046036,0.0
"(640, 5)",1,20.0,3,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(640, 6)",1,20.0,1,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(646, 4)",1,30.0,1,3.0,10,5.0,0.818730753078,0.670320046036,0.0
"(646, 5)",1,15.0,3,3.0,12,5.0,0.818730753078,0.548811636094,0.0
"(646, 6)",1,15.0,1,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(654, 0)",1,0.0,1,3.0,7,4.0,0.818730753078,0.670320046036,0.0
"(654, 3)",1,18.0,2,3.0,8,4.0,0.670320046036,0.670320046036,3.0
"(654, 4)",1,18.0,1,3.0,7,4.0,0.818730753078,0.670320046036,3.0
"(654, 5)",1,0.0,3,3.0,9,4.0,0.818730753078,0.670320046036,0.0
"(654, 6)",1,18.0,1,3.0,7,4.0,0.670320046036,0.670320046036,3.0
"(657, 2)",1,40.0,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(657, 3)",1,40.0,2,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(657, 5)",1,20.0,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(657, 6)",1,20.0,1,4.0,6,5.0,0.818730753078,0.670320046036,0.0
"(663, 2)",1,0.0,3,3.0,7,4.0,0.818730753078,0.670320046036,0.0
"(663, 3)",1,18.0,2,3.0,6,4.0,0.818730753078,0.670320046036,3.0
"(663, 4)",1,18.0,1,3.0,5,4.0,0.818730753078,0.818730753078,3.0
"(663, 5)",1,0.0,3,3.0,7,4.0,0.818730753078,0.670320046036,0.0
"(663, 6)",1,18.0,1,3.0,5,4.0,0.818730753078,0.818730753078,3.0
"(664, 0)",1,5.0,1,1.0,9,5.0,0.818730753078,0.670320046036,0.0
"(664, 1)",1,5.0,3,1.0,11,5.0,0.818730753078,0.548811636094,0.0
"(664, 4)",1,10.0,1,1.0,9,5.0,0.818730753078,0.670320046036,0.0
"(664, 6)",1,10.0,1,1.0,9,5.0,0.670320046036,0.670320046036,0.0
"(665, 0)",1,5.0,1,1.0,10,5.0,0.670320046036,0.670320046036,0.0
"(665, 1)",1,5.0,3,1.0,12,5.0,0.818730753078,0.548811636094,0.0
"(665, 4)",1,10.0,1,1.0,10,5.0,0.818730753078,0.670320046036,0.0
"(687, 1)",1,19.5,3,3.0,6,1.0,0.818730753078,0.670320046036,3.0
"(687, 2)",1,19.5,3,3.0,6,1.0,0.818730753078,0.670320046036,3.0
"(687, 4)",1,19.5,1,3.0,4,1.0,0.818730753078,0.818730753078,3.0
"(687, 5)",1,12.0,3,3.0,6,1.0,0.818730753078,0.670320046036,3.0
"(687, 6)",1,7.5,1,3.0,4,1.0,0.818730753078,0.818730753078,0.0
"(688, 0)",1,10.0,1,2.0,8,5.0,0.670320046036,0.670320046036,0.0
"(688, 1)",1,10.0,3,2.0,10,5.0,0.670320046036,0.670320046036,0.0
"(688, 3)",1,20.0,2,2.0,9,5.0,0.818730753078,0.670320046036,0.0
"(688, 4)",1,20.0,1,2.0,8,5.0,0.818730753078,0.670320046036,0.0
"(689, 0)",1,10.0,1,2.0,10,5.0,0.818730753078,0.670320046036,0.0
"(689, 1)",1,10.0,3,2.0,12,5.0,0.670320046036,0.548811636094,0.0
"(689, 4)",1,20.0,1,2.0,10,5.0,0.818730753078,0.670320046036,0.0
"(696, 0)",1,10.0,1,2.0,11,5.0,0.818730753078,0.548811636094,0.0
"(696, 1)",1,10.0,3,2.0,13,5.0,0.670320046036,0.548811636094,0.0
"(700, 1)",1,7.5,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(700, 2)",1,7.5,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(700, 3)",1,7.5,2,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(700, 4)",1,15.0,1,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(702, 0)",1,5.0,1,1.0,8,5.0,0.670320046036,0.670320046036,0.0
"(702, 1)",1,5.0,3,1.0,10,5.0,0.670320046036,0.670320046036,0.0
"(702, 3)",1,10.0,2,1.0,9,5.0,0.670320046036,0.670320046036,0.0
"(702, 4)",1,10.0,1,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(704, 0)",1,7.5,1,3.0,7,2.0,0.818730753078,0.670320046036,0.0
"(704, 1)",1,7.5,3,3.0,9,2.0,0.818730753078,0.670320046036,0.0
"(704, 3)",1,16.5,2,3.0,8,2.0,0.818730753078,0.670320046036,3.0
"(704, 4)",1,16.5,1,3.0,7,2.0,0.670320046036,0.670320046036,3.0
"(704, 6)",1,16.5,1,3.0,7,2.0,0.670320046036,0.670320046036,3.0
"(706, 0)",1,0.0,1,3.0,4,1.0,0.818730753078,0.818730753078,0.0
"(706, 2)",1,0.0,3,3.0,6,1.0,0.818730753078,0.670320046036,0.0
"(706, 4)",1,27.0,1,3.0,4,1.0,0.818730753078,0.818730753078,3.0
"(706, 5)",1,0.0,3,3.0,6,1.0,0.818730753078,0.670320046036,0.0
"(706, 6)",1,27.0,1,3.0,4,1.0,0.818730753078,0.818730753078,3.0
"(707, 0)",1,0.0,1,3.0,7,1.0,0.818730753078,0.670320046036,0.0
"(707, 2)",1,0.0,3,3.0,9,1.0,0.670320046036,0.670320046036,0.0
"(707, 4)",1,27.0,1,3.0,7,1.0,0.818730753078,0.670320046036,3.0
"(707, 6)",1,27.0,1,3.0,7,1.0,0.818730753078,0.670320046036,3.0
"(708, 0)",1,0.0,1,3.0,10,1.0,0.670320046036,0.670320046036,0.0
"(708, 3)",1,27.0,2,3.0,11,1.0,0.818730753078,0.548811636094,3.0
"(708, 4)",1,27.0,1,3.0,10,1.0,0.818730753078,0.670320046036,3.0
"(708, 6)",1,27.0,1,3.0,10,1.0,0.818730753078,0.670320046036,3.0
"(713, 2)",1,50.0,3,5.0,9,5.0,0.670320046036,0.670320046036,0.0
"(713, 4)",1,50.0,1,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(713, 5)",1,25.0,3,5.0,9,5.0,0.818730753078,0.670320046036,0.0
"(713, 6)",1,25.0,1,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(715, 0)",1,10.0,1,2.0,9,5.0,0.670320046036,0.670320046036,0.0
"(715, 1)",1,10.0,3,2.0,11,5.0,0.818730753078,0.548811636094,0.0
"(715, 4)",1,20.0,1,2.0,9,5.0,0.670320046036,0.670320046036,0.0
"(715, 6)",1,20.0,1,2.0,9,5.0,0.818730753078,0.670320046036,0.0
"(720, 0)",1,1.66666666667,1,2.0,5,5.0,0.818730753078,0.818730753078,0.0
"(720, 1)",1,1.66666666667,3,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(720, 2)",1,3.33333333333,3,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(720, 3)",1,3.33333333333,2,2.0,6,5.0,0.818730753078,0.670320046036,0.0
"(720, 4)",1,3.33333333333,1,2.0,5,5.0,0.818730753078,0.818730753078,0.0
"(721, 0)",1,10.0,1,2.0,9,5.0,0.818730753078,0.670320046036,0.0
"(721, 1)",1,10.0,3,2.0,11,5.0,0.670320046036,0.548811636094,0.0
"(721, 3)",1,20.0,2,2.0,10,5.0,0.818730753078,0.670320046036,0.0
"(722, 0)",1,1.66666666667,1,2.0,6,5.0,0.818730753078,0.670320046036,0.0
"(722, 1)",1,1.66666666667,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0
"(722, 2)",1,3.33333333333,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0
"(722, 3)",1,3.33333333333,2,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(724, 2)",1,0.0,3,3.0,10,1.0,0.818730753078,0.670320046036,0.0
"(724, 3)",1,27.0,2,3.0,9,1.0,0.818730753078,0.670320046036,3.0
"(724, 4)",1,27.0,1,3.0,8,1.0,0.670320046036,0.670320046036,3.0
"(724, 6)",1,27.0,1,3.0,8,1.0,0.818730753078,0.670320046036,3.0
"(726, 0)",1,10.0,1,2.0,10,5.0,0.818730753078,0.670320046036,0.0
"(726, 1)",1,10.0,3,2.0,12,5.0,0.818730753078,0.548811636094,0.0
"(726, 6)",1,20.0,1,2.0,10,5.0,0.670320046036,0.670320046036,0.0
"(732, 1)",1,16.5,3,3.0,6,2.0,0.818730753078,0.670320046036,3.0
"(732, 2)",1,16.5,3,3.0,6,2.0,0.818730753078,0.670320046036,3.0
"(732, 4)",1,16.5,1,3.0,4,2.0,0.818730753078,0.818730753078,3.0
"(732, 5)",1,9.0,3,3.0,6,2.0,0.818730753078,0.670320046036,3.0
"(732, 6)",1,7.5,1,3.0,4,2.0,0.818730753078,0.818730753078,0.0
"(737, 0)",1,0.833333333333,1,1.0,5,5.0,0.818730753078,0.818730753078,0.0
"(737, 1)",1,0.833333333333,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0
