,Action Betw,resource,satisfied demand,mean rem demand,actual rem demand,collected debris,satisfied demand,period,exponential period,degree
"(421, 1)",5.0,3,1.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(421, 2)",10.0,3,0.0,3,1.0,6,5.0,1.0,0.818730753078,0.0
"(421, 6)",10.0,1,0.0,3,1.0,6,5.0,3.0,0.548811636094,0.0
"(422, 0)",5.0,1,1.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(422, 1)",5.0,3,1.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(422, 2)",10.0,3,0.0,3,1.0,7,5.0,1.0,0.818730753078,0.0
"(426, 0)",1.66666666667,1,0.0,3,2.0,5,5.0,1.0,0.818730753078,0.75
"(426, 1)",1.66666666667,3,2.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(426, 2)",3.33333333333,3,0.0,3,2.0,5,5.0,3.0,0.548811636094,0.75
"(426, 3)",3.33333333333,2,0.0,3,2.0,5,5.0,1.0,0.818730753078,0.75
"(427, 0)",1.66666666667,1,0.0,3,2.0,4,5.0,1.0,0.818730753078,0.75
"(427, 1)",1.66666666667,3,2.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(427, 2)",3.33333333333,3,0.0,3,2.0,4,5.0,2.0,0.670320046036,0.75
"(427, 3)",3.33333333333,2,0.0,3,2.0,4,5.0,1.0,0.818730753078,0.75
"(427, 4)",3.33333333333,1,0.0,3,2.0,4,5.0,1.0,0.818730753078,0.0
"(428, 0)",10.0,1,2.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(428, 1)",10.0,3,2.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(428, 3)",20.0,2,0.0,3,2.0,7,5.0,4.0,0.449328964117,0.0
"(428, 4)",20.0,1,0.0,3,2.0,7,5.0,1.0,0.818730753078,0.0
"(429, 0)",10.0,1,2.0,0,0.0,9,5.0,5.0,0.367879441171,0.0
"(429, 1)",10.0,3,2.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(429, 4)",20.0,1,0.0,3,2.0,9,5.0,1.0,0.818730753078,0.0
"(432, 3)",24.0,2,5.0,0,0.0,10,2.0,5.0,0.367879441171,0.75
"(432, 4)",24.0,1,2.0,0,0.0,10,2.0,1.0,0.818730753078,0.75
"(432, 6)",24.0,1,2.0,0,0.0,10,2.0,5.0,0.367879441171,0.75
"(434, 1)",12.5,3,5.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(434, 2)",12.5,3,5.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(434, 3)",12.5,2,5.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(439, 0)",15.0,1,3.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(439, 1)",15.0,3,3.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(439, 2)",30.0,3,0.0,3,3.0,7,5.0,4.0,0.449328964117,0.0
"(442, 0)",3.33333333333,1,0.0,3,4.0,5,5.0,3.0,0.548811636094,0.75
"(442, 1)",3.33333333333,3,4.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(442, 2)",6.66666666667,3,0.0,3,4.0,5,5.0,3.0,0.548811636094,0.75
"(442, 3)",6.66666666667,2,0.0,3,4.0,5,5.0,1.0,0.818730753078,0.75
"(458, 0)",20.0,1,4.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(458, 1)",20.0,3,4.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(458, 2)",40.0,3,0.0,3,4.0,7,5.0,4.0,0.449328964117,0.0
"(459, 1)",5.0,3,2.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(459, 2)",5.0,3,2.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(459, 3)",5.0,2,2.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(461, 0)",50.0,1,0.0,3,5.0,8,5.0,1.0,0.818730753078,0.0
"(461, 4)",50.0,1,0.0,3,5.0,8,5.0,4.0,0.449328964117,0.0
"(461, 5)",25.0,3,5.0,0,0.0,8,5.0,1.0,0.818730753078,0.0
"(461, 6)",25.0,1,5.0,0,0.0,8,5.0,1.0,0.818730753078,0.0
"(467, 0)",0.0,1,0.0,3,3.0,6,2.0,1.0,0.818730753078,0.0
"(467, 3)",24.0,2,3.0,0,0.0,6,2.0,1.0,0.818730753078,0.75
"(467, 4)",24.0,1,2.0,0,0.0,6,2.0,1.0,0.818730753078,0.75
"(467, 5)",0.0,3,0.0,3,3.0,6,2.0,3.0,0.548811636094,0.0
"(467, 6)",24.0,1,2.0,0,0.0,6,2.0,1.0,0.818730753078,0.75
"(469, 0)",5.0,1,0.0,3,1.0,4,5.0,1.0,0.818730753078,0.75
"(469, 2)",5.0,3,0.0,3,1.0,4,5.0,1.0,0.818730753078,0.75
"(469, 3)",5.0,2,0.0,3,1.0,4,5.0,2.0,0.670320046036,0.75
"(469, 5)",5.0,3,1.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(469, 6)",5.0,1,1.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(470, 0)",10.0,1,0.0,3,1.0,6,5.0,3.0,0.548811636094,0.0
"(470, 2)",10.0,3,0.0,3,1.0,6,5.0,1.0,0.818730753078,0.0
"(470, 5)",5.0,3,1.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(470, 6)",5.0,1,1.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(471, 2)",10.0,3,0.0,3,1.0,7,5.0,1.0,0.818730753078,0.0
"(471, 5)",5.0,3,1.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(471, 6)",5.0,1,1.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(475, 2)",0.0,3,0.0,3,3.0,4,4.0,2.0,0.670320046036,0.0
"(475, 3)",18.0,2,1.0,3,3.0,4,4.0,1.0,0.818730753078,0.75
"(475, 4)",18.0,1,1.0,3,2.0,4,4.0,2.0,0.670320046036,0.75
"(475, 5)",0.0,3,0.0,3,3.0,4,4.0,1.0,0.818730753078,0.0
"(475, 6)",18.0,1,5.0,0,0.0,4,4.0,2.0,0.670320046036,0.75
"(476, 2)",20.0,3,0.0,3,2.0,5,5.0,3.0,0.548811636094,0.0
"(476, 3)",20.0,2,0.0,3,2.0,5,5.0,3.0,0.548811636094,0.0
"(476, 5)",10.0,3,2.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(476, 6)",10.0,1,2.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(477, 2)",20.0,3,0.0,3,2.0,7,5.0,4.0,0.449328964117,0.0
"(477, 5)",10.0,3,2.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(477, 6)",10.0,1,2.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(478, 0)",10.0,1,0.0,3,1.0,9,5.0,5.0,0.367879441171,0.0
"(478, 5)",5.0,3,1.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(478, 6)",5.0,1,1.0,0,0.0,9,5.0,5.0,0.367879441171,0.0
"(489, 2)",0.0,3,0.0,3,3.0,7,4.0,4.0,0.449328964117,0.0
"(489, 3)",18.0,2,3.0,0,0.0,7,4.0,4.0,0.449328964117,0.75
"(489, 4)",18.0,1,2.0,0,0.0,7,4.0,4.0,0.449328964117,0.75
"(489, 6)",18.0,1,3.0,0,0.0,7,4.0,1.0,0.818730753078,0.75
"(493, 0)",20.0,1,0.0,3,2.0,6,5.0,3.0,0.548811636094,0.0
"(493, 2)",20.0,3,0.0,3,2.0,6,5.0,1.0,0.818730753078,0.0
"(493, 5)",10.0,3,2.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(493, 6)",10.0,1,2.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(497, 0)",2.5,1,0.0,3,3.0,2,5.0,1.0,0.818730753078,0.75
"(497, 1)",2.5,3,3.0,0,0.0,2,5.0,1.0,0.818730753078,0.0
"(497, 2)",5.0,3,0.0,3,3.0,2,5.0,1.0,0.818730753078,0.75
"(497, 3)",5.0,2,0.0,3,3.0,2,5.0,1.0,0.818730753078,0.75
"(497, 5)",5.0,3,0.0,3,3.0,2,5.0,1.0,0.818730753078,0.0
"(499, 0)",15.0,1,3.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(499, 1)",15.0,3,3.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(499, 3)",30.0,2,0.0,3,3.0,5,5.0,3.0,0.548811636094,0.0
"(499, 5)",30.0,3,0.0,3,3.0,5,5.0,1.0,0.818730753078,0.0
"(502, 1)",30.0,3,0.0,3,3.0,7,5.0,4.0,0.449328964117,0.0
"(502, 5)",15.0,3,3.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(502, 6)",15.0,1,3.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(505, 2)",30.0,3,0.0,3,3.0,7,5.0,1.0,0.818730753078,0.0
"(505, 5)",15.0,3,3.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(505, 6)",15.0,1,3.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(506, 0)",0.0,1,0.0,3,3.0,1,3.0,1.0,0.818730753078,0.75
"(506, 1)",11.0,3,2.0,0,0.0,1,3.0,1.0,0.818730753078,1.0
"(506, 3)",0.0,2,0.0,3,3.0,1,3.0,1.0,0.818730753078,0.75
"(506, 4)",11.0,1,2.0,3,2.0,1,3.0,1.0,0.818730753078,1.0
"(506, 5)",11.0,3,2.0,0,0.0,1,3.0,1.0,0.818730753078,1.0
"(508, 1)",0.0,3,0.0,3,3.0,4,3.0,2.0,0.670320046036,0.0
"(508, 2)",0.0,3,0.0,3,3.0,4,3.0,1.0,0.818730753078,0.0
"(508, 3)",13.5,2,1.0,0,0.0,4,3.0,1.0,0.818730753078,0.75
"(508, 4)",13.5,1,2.0,3,1.0,4,3.0,2.0,0.670320046036,0.75
"(508, 6)",13.5,1,2.0,3,2.0,4,3.0,2.0,0.670320046036,0.75
"(509, 1)",0.0,3,0.0,3,3.0,4,4.0,1.0,0.818730753078,0.0
"(509, 2)",0.0,3,0.0,3,3.0,4,4.0,2.0,0.670320046036,0.0
"(509, 3)",10.5,2,5.0,0,0.0,4,4.0,2.0,0.670320046036,0.75
"(509, 4)",10.5,1,1.0,3,2.0,4,4.0,1.0,0.818730753078,0.75
"(509, 6)",10.5,1,1.0,3,2.0,4,4.0,1.0,0.818730753078,0.75
"(510, 0)",10.0,1,2.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(510, 1)",10.0,3,2.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(510, 2)",20.0,3,0.0,3,2.0,6,5.0,1.0,0.818730753078,0.0
"(510, 6)",20.0,1,0.0,3,2.0,6,5.0,3.0,0.548811636094,0.0
"(511, 1)",0.0,3,0.0,3,3.0,4,1.0,1.0,0.818730753078,0.0
"(511, 2)",0.0,3,0.0,3,3.0,4,1.0,1.0,0.818730753078,0.0
"(511, 3)",19.5,2,2.0,0,0.0,4,1.0,2.0,0.670320046036,0.75
"(511, 4)",19.5,1,2.0,0,0.0,4,1.0,2.0,0.670320046036,0.75
"(511, 6)",19.5,1,2.0,0,0.0,4,1.0,2.0,0.670320046036,0.75
"(513, 1)",0.0,3,0.0,3,3.0,7,2.0,4.0,0.449328964117,0.0
"(513, 3)",24.0,2,3.0,0,0.0,7,2.0,1.0,0.818730753078,0.75
"(513, 4)",24.0,1,3.0,0,0.0,7,2.0,1.0,0.818730753078,0.75
"(513, 6)",24.0,1,2.0,0,0.0,7,2.0,1.0,0.818730753078,0.75
"(517, 0)",5.0,1,1.0,0,0.0,9,5.0,5.0,0.367879441171,0.0
"(517, 1)",5.0,3,1.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(517, 6)",10.0,1,0.0,3,1.0,9,5.0,5.0,0.367879441171,0.0
"(519, 0)",5.0,1,1.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(519, 1)",5.0,3,1.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(519, 5)",10.0,3,0.0,3,1.0,7,5.0,4.0,0.449328964117,0.0
"(520, 0)",5.0,1,1.0,0,0.0,10,5.0,5.0,0.367879441171,0.0
"(520, 1)",5.0,3,1.0,0,0.0,10,5.0,1.0,0.818730753078,0.0
"(524, 1)",2.5,3,1.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(524, 2)",2.5,3,1.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(524, 3)",2.5,2,1.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(524, 6)",5.0,1,0.0,3,1.0,5,5.0,3.0,0.548811636094,0.0
"(531, 1)",13.5,3,2.0,3,1.0,3,3.0,1.0,0.818730753078,1.0
"(531, 2)",13.5,3,2.0,3,3.0,3,3.0,2.0,0.670320046036,1.0
"(531, 4)",13.5,1,2.0,3,1.0,3,3.0,1.0,0.818730753078,1.0
"(531, 5)",6.0,3,4.0,0,0.0,3,3.0,1.0,0.818730753078,1.0
"(531, 6)",7.5,1,0.0,3,3.0,3,3.0,1.0,0.818730753078,0.0
"(533, 0)",2.5,1,0.0,3,3.0,4,5.0,1.0,0.818730753078,0.75
"(533, 1)",2.5,3,3.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(533, 2)",5.0,3,0.0,3,3.0,4,5.0,1.0,0.818730753078,0.75
"(533, 3)",5.0,2,0.0,3,3.0,4,5.0,2.0,0.670320046036,0.75
"(533, 4)",5.0,1,0.0,3,3.0,4,5.0,1.0,0.818730753078,0.0
"(534, 0)",15.0,1,3.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(534, 1)",15.0,3,3.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(534, 2)",30.0,3,0.0,3,3.0,6,5.0,1.0,0.818730753078,0.0
"(534, 4)",30.0,1,0.0,3,3.0,6,5.0,1.0,0.818730753078,0.0
"(536, 1)",30.0,3,0.0,3,3.0,5,5.0,1.0,0.818730753078,0.0
"(536, 3)",30.0,2,0.0,3,3.0,5,5.0,3.0,0.548811636094,0.0
"(536, 5)",15.0,3,3.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(536, 6)",15.0,1,3.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(540, 2)",10.0,3,0.0,3,1.0,6,5.0,1.0,0.818730753078,0.0
"(540, 4)",10.0,1,0.0,3,1.0,6,5.0,1.0,0.818730753078,0.0
"(540, 5)",5.0,3,1.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(540, 6)",5.0,1,1.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(543, 1)",10.0,3,0.0,3,1.0,4,5.0,2.0,0.670320046036,0.0
"(543, 2)",10.0,3,0.0,3,1.0,4,5.0,1.0,0.818730753078,0.0
"(543, 5)",5.0,3,1.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(543, 6)",5.0,1,1.0,0,0.0,4,5.0,2.0,0.670320046036,0.0
"(544, 2)",10.0,3,0.0,3,1.0,7,5.0,4.0,0.449328964117,0.0
"(544, 5)",5.0,3,1.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(544, 6)",5.0,1,1.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(547, 0)",0.833333333333,1,0.0,3,1.0,4,5.0,1.0,0.818730753078,0.75
"(547, 1)",0.833333333333,3,1.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(547, 2)",1.66666666667,3,0.0,3,1.0,4,5.0,1.0,0.818730753078,0.75
"(547, 3)",1.66666666667,2,0.0,3,1.0,4,5.0,2.0,0.670320046036,0.75
"(547, 4)",1.66666666667,1,0.0,3,1.0,4,5.0,2.0,0.670320046036,0.0
"(548, 0)",0.833333333333,1,0.0,3,1.0,5,5.0,3.0,0.548811636094,0.75
"(548, 1)",0.833333333333,3,1.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(548, 2)",1.66666666667,3,0.0,3,1.0,5,5.0,1.0,0.818730753078,0.75
"(548, 3)",1.66666666667,2,0.0,3,1.0,5,5.0,1.0,0.818730753078,0.75
"(550, 0)",30.0,1,0.0,3,3.0,6,5.0,3.0,0.548811636094,0.0
"(550, 2)",30.0,3,0.0,3,3.0,6,5.0,1.0,0.818730753078,0.0
"(550, 5)",15.0,3,3.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(550, 6)",15.0,1,3.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(551, 2)",40.0,3,0.0,3,4.0,5,5.0,1.0,0.818730753078,0.0
"(551, 3)",40.0,2,0.0,3,4.0,5,5.0,3.0,0.548811636094,0.0
"(551, 5)",20.0,3,4.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(551, 6)",20.0,1,4.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(554, 0)",10.0,1,2.0,0,0.0,8,5.0,1.0,0.818730753078,0.0
"(554, 1)",10.0,3,2.0,0,0.0,8,5.0,4.0,0.449328964117,0.0
"(554, 3)",20.0,2,0.0,3,2.0,8,5.0,1.0,0.818730753078,0.0
"(558, 0)",3.33333333333,1,0.0,3,4.0,4,5.0,1.0,0.818730753078,0.75
"(558, 1)",3.33333333333,3,4.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(558, 2)",6.66666666667,3,0.0,3,4.0,4,5.0,2.0,0.670320046036,0.75
"(558, 3)",6.66666666667,2,0.0,3,4.0,4,5.0,1.0,0.818730753078,0.75
"(558, 4)",6.66666666667,1,0.0,3,4.0,4,5.0,2.0,0.670320046036,0.0
"(559, 0)",20.0,1,4.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(559, 1)",20.0,3,4.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(559, 3)",40.0,2,0.0,3,4.0,7,5.0,4.0,0.449328964117,0.0
"(559, 4)",40.0,1,0.0,3,4.0,7,5.0,1.0,0.818730753078,0.0
"(564, 0)",5.0,1,1.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(564, 1)",5.0,3,1.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(564, 2)",10.0,3,0.0,3,1.0,7,5.0,1.0,0.818730753078,0.0
"(567, 0)",15.0,1,3.0,0,0.0,8,5.0,4.0,0.449328964117,0.0
"(567, 1)",15.0,3,3.0,0,0.0,8,5.0,4.0,0.449328964117,0.0
"(567, 3)",30.0,2,0.0,3,3.0,8,5.0,4.0,0.449328964117,0.0
"(573, 1)",0.0,3,0.0,3,3.0,4,1.0,1.0,0.818730753078,0.0
"(573, 3)",27.0,2,1.0,0,0.0,4,1.0,1.0,0.818730753078,0.75
"(573, 4)",27.0,1,3.0,0,0.0,4,1.0,1.0,0.818730753078,0.75
"(573, 5)",0.0,3,0.0,3,3.0,4,1.0,1.0,0.818730753078,0.0
"(573, 6)",27.0,1,4.0,0,0.0,4,1.0,2.0,0.670320046036,0.75
"(575, 0)",0.833333333333,1,0.0,3,1.0,5,5.0,1.0,0.818730753078,0.75
"(575, 1)",0.833333333333,3,1.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(575, 2)",1.66666666667,3,0.0,3,1.0,5,5.0,1.0,0.818730753078,0.75
"(575, 3)",1.66666666667,2,0.0,3,1.0,5,5.0,1.0,0.818730753078,0.75
"(577, 0)",1.66666666667,1,0.0,3,2.0,5,5.0,1.0,0.818730753078,0.75
"(577, 1)",1.66666666667,3,2.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(577, 2)",3.33333333333,3,0.0,3,2.0,5,5.0,1.0,0.818730753078,0.75
"(577, 3)",3.33333333333,2,0.0,3,2.0,5,5.0,3.0,0.548811636094,0.75
"(578, 1)",10.0,3,4.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(578, 2)",10.0,3,4.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(578, 3)",10.0,2,4.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(578, 6)",20.0,1,0.0,3,4.0,5,5.0,1.0,0.818730753078,0.0
"(581, 0)",7.5,1,0.0,3,3.0,3,3.0,1.0,0.818730753078,0.0
"(581, 1)",6.0,3,4.0,0,0.0,3,3.0,1.0,0.818730753078,1.0
"(581, 2)",13.5,3,1.0,0,0.0,3,3.0,1.0,0.818730753078,1.0
"(581, 4)",13.5,1,2.0,3,1.0,3,3.0,2.0,0.670320046036,1.0
"(581, 5)",13.5,3,2.0,3,3.0,3,3.0,2.0,0.670320046036,1.0
"(582, 0)",15.0,1,3.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(582, 1)",15.0,3,3.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(582, 2)",30.0,3,0.0,3,3.0,6,5.0,1.0,0.818730753078,0.0
"(582, 4)",30.0,1,0.0,3,3.0,6,5.0,1.0,0.818730753078,0.0
"(584, 3)",24.0,2,3.0,0,0.0,7,2.0,1.0,0.818730753078,0.75
"(584, 4)",24.0,1,3.0,0,0.0,7,2.0,1.0,0.818730753078,0.75
"(584, 5)",0.0,3,0.0,3,3.0,7,2.0,4.0,0.449328964117,0.0
"(584, 6)",24.0,1,2.0,0,0.0,7,2.0,4.0,0.449328964117,0.75
"(588, 5)",5.0,3,1.0,0,0.0,10,5.0,5.0,0.367879441171,0.0
"(588, 6)",5.0,1,1.0,0,0.0,10,5.0,5.0,0.367879441171,0.0
"(589, 0)",0.0,1,0.0,3,3.0,6,1.0,3.0,0.548811636094,0.75
"(589, 2)",0.0,3,0.0,3,3.0,6,1.0,3.0,0.548811636094,0.75
"(589, 4)",27.0,1,2.0,0,0.0,6,1.0,3.0,0.548811636094,0.75
"(589, 6)",27.0,1,3.0,0,0.0,6,1.0,1.0,0.818730753078,0.75
"(590, 1)",18.0,3,2.0,0,0.0,4,4.0,1.0,0.818730753078,1.0
"(590, 2)",18.0,3,4.0,0,0.0,4,4.0,1.0,0.818730753078,1.0
"(590, 4)",18.0,1,3.0,0,0.0,4,4.0,2.0,0.670320046036,1.0
"(590, 5)",18.0,3,4.0,0,0.0,4,4.0,2.0,0.670320046036,1.0
"(592, 0)",2.5,1,0.0,3,3.0,4,5.0,2.0,0.670320046036,0.75
"(592, 1)",2.5,3,3.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(592, 2)",5.0,3,0.0,3,3.0,4,5.0,1.0,0.818730753078,0.75
"(592, 3)",5.0,2,0.0,3,3.0,4,5.0,1.0,0.818730753078,0.75
"(592, 6)",5.0,1,0.0,3,3.0,4,5.0,1.0,0.818730753078,0.0
"(593, 0)",7.5,1,0.0,3,3.0,6,4.0,3.0,0.548811636094,0.0
"(593, 1)",7.5,3,0.0,3,3.0,6,4.0,1.0,0.818730753078,0.0
"(593, 3)",10.5,2,1.0,3,2.0,6,4.0,1.0,0.818730753078,0.75
"(593, 4)",10.5,1,1.0,3,2.0,6,4.0,1.0,0.818730753078,0.75
"(593, 6)",10.5,1,1.0,3,2.0,6,4.0,1.0,0.818730753078,0.75
"(598, 0)",5.0,1,1.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(598, 1)",5.0,3,1.0,0,0.0,4,5.0,2.0,0.670320046036,0.0
"(598, 2)",10.0,3,0.0,3,1.0,4,5.0,1.0,0.818730753078,0.0
"(598, 5)",10.0,3,0.0,3,1.0,4,5.0,1.0,0.818730753078,0.0
"(601, 0)",0.0,1,0.0,3,3.0,6,1.0,1.0,0.818730753078,0.0
"(601, 3)",27.0,2,4.0,0,0.0,6,1.0,1.0,0.818730753078,0.75
"(601, 4)",27.0,1,2.0,0,0.0,6,1.0,1.0,0.818730753078,0.75
"(601, 5)",0.0,3,0.0,3,3.0,6,1.0,3.0,0.548811636094,0.0
"(601, 6)",27.0,1,4.0,0,0.0,6,1.0,3.0,0.548811636094,0.75
"(602, 0)",0.0,1,0.0,3,3.0,9,1.0,1.0,0.818730753078,0.0
"(602, 3)",27.0,2,3.0,0,0.0,9,1.0,1.0,0.818730753078,0.75
"(602, 4)",27.0,1,3.0,0,0.0,9,1.0,5.0,0.367879441171,0.75
"(602, 6)",27.0,1,1.0,0,0.0,9,1.0,5.0,0.367879441171,0.75
"(604, 0)",2.5,1,0.0,3,3.0,5,5.0,1.0,0.818730753078,0.75
"(604, 1)",2.5,3,3.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(604, 2)",5.0,3,0.0,3,3.0,5,5.0,1.0,0.818730753078,0.75
"(604, 3)",5.0,2,0.0,3,3.0,5,5.0,3.0,0.548811636094,0.75
"(605, 0)",15.0,1,3.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(605, 1)",15.0,3,3.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(605, 2)",30.0,3,0.0,3,3.0,7,5.0,1.0,0.818730753078,0.0
"(606, 0)",15.0,1,3.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(606, 1)",15.0,3,3.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(606, 4)",30.0,1,0.0,3,3.0,9,5.0,5.0,0.367879441171,0.0
"(607, 0)",15.0,1,3.0,0,0.0,10,5.0,1.0,0.818730753078,0.0
"(607, 1)",15.0,3,3.0,0,0.0,10,5.0,5.0,0.367879441171,0.0
"(619, 0)",20.0,1,4.0,0,0.0,9,5.0,5.0,0.367879441171,0.0
"(619, 1)",20.0,3,4.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(619, 4)",40.0,1,0.0,3,4.0,9,5.0,5.0,0.367879441171,0.0
"(624, 1)",0.0,3,0.0,3,3.0,4,2.0,1.0,0.818730753078,0.0
"(624, 2)",0.0,3,0.0,3,3.0,4,2.0,1.0,0.818730753078,0.0
"(624, 3)",16.5,2,3.0,0,0.0,4,2.0,1.0,0.818730753078,0.75
"(624, 4)",16.5,1,3.0,0,0.0,4,2.0,2.0,0.670320046036,0.75
"(624, 6)",16.5,1,3.0,0,0.0,4,2.0,1.0,0.818730753078,0.75
"(628, 1)",2.5,3,1.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(628, 2)",2.5,3,1.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(628, 3)",2.5,2,1.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(630, 0)",10.0,1,2.0,0,0.0,4,5.0,2.0,0.670320046036,0.0
"(630, 1)",10.0,3,2.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(630, 2)",20.0,3,0.0,3,2.0,4,5.0,1.0,0.818730753078,0.0
"(630, 5)",20.0,3,0.0,3,2.0,4,5.0,2.0,0.670320046036,0.0
"(632, 0)",15.0,1,3.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(632, 1)",15.0,3,3.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(632, 2)",30.0,3,0.0,3,3.0,6,5.0,1.0,0.818730753078,0.0
"(632, 6)",30.0,1,0.0,3,3.0,6,5.0,3.0,0.548811636094,0.0
"(634, 1)",2.5,3,1.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(634, 2)",2.5,3,1.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(634, 3)",2.5,2,1.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(634, 4)",5.0,1,0.0,3,1.0,5,5.0,1.0,0.818730753078,0.0
"(636, 1)",10.0,3,0.0,3,1.0,7,5.0,4.0,0.449328964117,0.0
"(636, 5)",5.0,3,1.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(636, 6)",5.0,1,1.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(643, 0)",5.0,1,1.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(643, 1)",5.0,3,1.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
