,Action Betw,resource,satisfied demand,mean rem demand,actual rem demand,collected debris,satisfied demand,period,exponential period,degree
"(542, 6)",25.0,1.0,5.0,0,0.0,3.5,5.0,5.0,0.367879441171,0.0
"(544, 5)",20.0,3.0,4.0,0,0.0,7.5,5.0,11.0,0.110803158362,0.0
"(544, 6)",20.0,1.0,4.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.0
"(549, 0)",15.0,0.5,0.0,3,3.0,7.0,4.0,8.0,0.201896517995,0.0
"(549, 1)",15.0,1.5,0.0,3,3.0,7.0,4.0,9.0,0.165298888222,0.0
"(549, 3)",21.0,0.5,1.0,3,2.0,7.0,4.0,8.0,0.201896517995,0.75
"(549, 4)",21.0,1.0,1.0,3,2.0,7.0,4.0,8.0,0.201896517995,0.75
"(549, 6)",21.0,1.0,1.0,3,1.0,7.0,4.0,8.0,0.201896517995,0.75
"(550, 1)",0.0,1.5,0.0,3,3.0,3.5,2.0,5.0,0.367879441171,0.0
"(550, 2)",0.0,4.0,0.0,3,3.0,3.5,2.0,8.0,0.201896517995,0.0
"(550, 3)",39.0,0.5,4.0,0,0.0,3.5,2.0,4.0,0.449328964117,0.75
"(550, 4)",39.0,1.0,3.0,0,0.0,3.5,2.0,5.0,0.367879441171,0.75
"(550, 6)",39.0,1.0,3.0,3,1.0,3.5,2.0,5.0,0.367879441171,0.75
"(555, 2)",0.0,4.0,0.0,3,3.0,2.0,3.0,6.0,0.301194211912,0.0
"(555, 3)",27.0,0.5,2.0,3,2.0,2.0,3.0,3.0,0.548811636094,0.75
"(555, 4)",27.0,1.0,2.0,0,0.0,2.0,3.0,3.0,0.548811636094,0.75
"(555, 5)",0.0,3.0,0.0,3,3.0,2.0,3.0,5.0,0.367879441171,0.0
"(555, 6)",27.0,1.0,5.0,0,0.0,2.0,3.0,3.0,0.548811636094,0.75
"(559, 3)",21.0,0.5,1.0,3,2.0,6.0,4.0,7.0,0.246596963942,0.75
"(559, 4)",21.0,1.0,1.0,3,3.0,6.0,4.0,7.0,0.246596963942,0.75
"(559, 5)",0.0,3.0,0.0,3,3.0,6.0,4.0,9.0,0.165298888222,0.0
"(559, 6)",21.0,1.0,3.0,0,0.0,6.0,4.0,7.0,0.246596963942,0.75
"(564, 0)",0.0,0.5,0.0,3,3.0,1.0,5.0,2.0,0.670320046036,0.75
"(564, 1)",15.0,1.5,2.0,0,0.0,2.0,5.0,4.0,0.449328964117,1.0
"(564, 2)",15.0,4.0,5.0,0,0.0,2.0,5.0,6.0,0.301194211912,1.0
"(564, 3)",0.0,0.5,0.0,3,3.0,1.0,5.0,2.0,0.670320046036,0.75
"(564, 4)",15.0,1.0,3.0,0,0.0,2.0,5.0,3.0,0.548811636094,1.0
"(564, 5)",10.0,3.0,0.0,3,1.0,1.0,5.0,4.0,0.449328964117,1.0
"(566, 0)",5.0,0.5,0.0,3,3.0,1.5,5.0,2.0,0.670320046036,0.0
"(566, 1)",5.0,1.5,2.0,0,0.0,1.5,5.0,3.0,0.548811636094,1.0
"(566, 2)",5.0,4.0,2.0,0,0.0,1.5,5.0,6.0,0.301194211912,1.0
"(566, 3)",5.0,0.5,0.0,3,3.0,1.5,5.0,2.0,0.670320046036,0.0
"(566, 4)",10.0,1.0,0.0,3,1.0,1.5,5.0,3.0,0.548811636094,1.0
"(566, 5)",10.0,3.0,0.0,3,1.0,1.5,5.0,5.0,0.367879441171,1.0
"(569, 0)",50.0,0.5,5.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0
"(569, 1)",50.0,1.5,5.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0
"(569, 3)",100.0,0.5,0.0,3,5.0,8.0,5.0,9.0,0.165298888222,0.0
"(569, 6)",100.0,1.0,0.0,3,5.0,8.0,5.0,9.0,0.165298888222,0.0
"(570, 0)",50.0,0.5,5.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.0
"(570, 1)",50.0,1.5,5.0,0,0.0,9.0,5.0,11.0,0.110803158362,0.0
"(570, 3)",100.0,0.5,0.0,3,5.0,9.0,5.0,10.0,0.135335283237,0.0
"(571, 0)",50.0,0.5,5.0,0,0.0,9.5,5.0,10.0,0.135335283237,0.0
"(571, 1)",50.0,1.5,5.0,0,0.0,9.5,5.0,11.0,0.110803158362,0.0
"(579, 0)",50.0,0.5,5.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0
"(579, 1)",50.0,1.5,5.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0
"(579, 6)",100.0,1.0,0.0,3,5.0,8.5,5.0,10.0,0.135335283237,0.0
"(583, 0)",0.0,0.5,0.0,3,3.0,8.5,2.0,9.0,0.165298888222,0.0
"(583, 3)",48.0,0.5,4.0,0,0.0,8.5,2.0,9.0,0.165298888222,0.75
"(583, 4)",48.0,1.0,3.0,0,0.0,8.5,2.0,10.0,0.135335283237,0.75
"(583, 6)",48.0,1.0,3.0,0,0.0,8.5,2.0,10.0,0.135335283237,0.75
"(591, 0)",30.0,0.5,3.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0
"(591, 1)",30.0,1.5,3.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0
"(591, 4)",60.0,1.0,0.0,3,3.0,8.5,5.0,10.0,0.135335283237,0.0
"(592, 0)",15.0,0.5,0.0,3,3.0,7.0,5.0,8.0,0.201896517995,0.0
"(592, 1)",15.0,1.5,0.0,3,3.0,7.0,5.0,9.0,0.165298888222,0.0
"(592, 3)",15.0,0.5,0.0,3,2.0,7.0,5.0,8.0,0.201896517995,0.75
"(592, 4)",15.0,1.0,0.0,3,3.0,7.0,5.0,8.0,0.201896517995,0.75
"(592, 6)",15.0,1.0,0.0,3,3.0,7.0,5.0,8.0,0.201896517995,0.75
"(593, 1)",40.0,1.5,0.0,3,4.0,6.0,5.0,8.0,0.201896517995,0.0
"(593, 5)",20.0,3.0,4.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0
"(593, 6)",20.0,1.0,4.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
"(597, 2)",40.0,4.0,0.0,3,4.0,2.5,5.0,7.0,0.246596963942,0.0
"(597, 4)",40.0,1.0,0.0,3,4.0,2.5,5.0,4.0,0.449328964117,0.0
"(597, 5)",20.0,3.0,4.0,0,0.0,2.5,5.0,6.0,0.301194211912,0.0
"(597, 6)",20.0,1.0,4.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0
"(598, 4)",40.0,1.0,0.0,3,4.0,6.5,5.0,8.0,0.201896517995,0.0
"(598, 5)",20.0,3.0,4.0,0,0.0,6.5,5.0,10.0,0.135335283237,0.0
"(598, 6)",20.0,1.0,4.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0
"(600, 0)",30.0,0.5,3.0,0,0.0,9.5,5.0,10.0,0.135335283237,0.0
"(600, 1)",30.0,1.5,3.0,0,0.0,9.5,5.0,11.0,0.110803158362,0.0
"(605, 0)",30.0,0.5,3.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0
"(605, 1)",30.0,1.5,3.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0
"(605, 3)",60.0,0.5,0.0,3,3.0,8.0,5.0,9.0,0.165298888222,0.0
"(605, 6)",60.0,1.0,0.0,3,3.0,8.0,5.0,9.0,0.165298888222,0.0
"(606, 1)",40.0,1.5,0.0,3,4.0,5.0,5.0,7.0,0.246596963942,0.0
"(606, 4)",40.0,1.0,0.0,3,4.0,5.0,5.0,6.0,0.301194211912,0.0
"(606, 5)",20.0,3.0,4.0,0,0.0,5.0,5.0,8.0,0.201896517995,0.0
"(606, 6)",20.0,1.0,4.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.0
"(609, 0)",30.0,0.5,3.0,0,0.0,2.5,5.0,3.0,0.548811636094,0.0
"(609, 1)",30.0,1.5,3.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0
"(609, 2)",30.0,4.0,3.0,0,0.0,2.5,5.0,7.0,0.246596963942,0.0
"(609, 3)",30.0,0.5,3.0,0,0.0,2.5,5.0,3.0,0.548811636094,0.0
"(609, 5)",60.0,3.0,0.0,3,3.0,2.5,5.0,6.0,0.301194211912,0.0
"(617, 0)",12.0,0.5,0.0,3,3.0,4.5,2.0,5.0,0.367879441171,0.75
"(617, 2)",12.0,4.0,0.0,3,3.0,4.5,2.0,9.0,0.165298888222,0.75
"(617, 4)",12.0,1.0,3.0,0,0.0,4.5,2.0,6.0,0.301194211912,0.75
"(617, 6)",12.0,1.0,3.0,0,0.0,4.5,2.0,6.0,0.301194211912,0.75
"(624, 0)",3.0,0.5,0.0,3,3.0,1.5,3.0,2.0,0.670320046036,0.75
"(624, 2)",3.0,4.0,0.0,3,3.0,1.5,3.0,6.0,0.301194211912,0.75
"(624, 4)",18.0,1.0,2.0,3,1.0,1.5,3.0,3.0,0.548811636094,0.75
"(624, 5)",0.0,3.0,0.0,3,3.0,1.5,3.0,5.0,0.367879441171,0.0
"(624, 6)",18.0,1.0,3.0,0,0.0,1.5,3.0,3.0,0.548811636094,0.75
"(627, 1)",40.0,1.5,0.0,3,4.0,5.5,5.0,7.0,0.246596963942,0.0
"(627, 3)",40.0,0.5,0.0,3,4.0,5.5,5.0,6.0,0.301194211912,0.0
"(627, 5)",20.0,3.0,4.0,0,0.0,5.5,5.0,9.0,0.165298888222,0.0
"(627, 6)",20.0,1.0,4.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0
"(628, 1)",40.0,1.5,0.0,3,4.0,6.0,5.0,8.0,0.201896517995,0.0
"(628, 5)",20.0,3.0,4.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0
"(628, 6)",20.0,1.0,4.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
"(635, 2)",30.0,4.0,0.0,3,3.0,2.5,5.0,7.0,0.246596963942,0.0
"(635, 4)",30.0,1.0,0.0,3,3.0,2.5,5.0,4.0,0.449328964117,0.0
"(635, 5)",15.0,3.0,3.0,0,0.0,2.5,5.0,6.0,0.301194211912,0.0
"(635, 6)",15.0,1.0,3.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0
"(637, 0)",10.0,0.5,1.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0
"(637, 1)",10.0,1.5,1.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0
"(637, 3)",20.0,0.5,0.0,3,1.0,8.0,5.0,9.0,0.165298888222,0.0
"(637, 6)",20.0,1.0,0.0,3,1.0,8.0,5.0,9.0,0.165298888222,0.0
"(638, 0)",30.0,0.5,3.0,0,0.0,7.5,5.0,8.0,0.201896517995,0.0
"(638, 1)",0.0,1.5,0.0,3,3.0,7.5,5.0,9.0,0.165298888222,0.0
"(638, 3)",30.0,0.5,1.0,0,0.0,7.5,5.0,8.0,0.201896517995,0.75
"(638, 4)",30.0,1.0,3.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.75
"(638, 6)",30.0,1.0,5.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.75
"(644, 0)",10.0,0.5,1.0,0,0.0,7.5,5.0,8.0,0.201896517995,0.0
"(644, 1)",10.0,1.5,1.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.0
"(644, 4)",20.0,1.0,0.0,3,1.0,7.5,5.0,9.0,0.165298888222,0.0
"(644, 6)",20.0,1.0,0.0,3,1.0,7.5,5.0,9.0,0.165298888222,0.0
"(648, 0)",10.0,0.5,1.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0
"(648, 1)",10.0,1.5,1.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0
"(648, 6)",20.0,1.0,0.0,3,1.0,8.5,5.0,10.0,0.135335283237,0.0
"(656, 0)",0.0,0.5,0.0,3,3.0,5.5,3.0,6.0,0.301194211912,0.0
"(656, 3)",27.0,0.5,2.0,3,1.0,5.5,3.0,6.0,0.301194211912,0.75
"(656, 4)",27.0,1.0,2.0,3,3.0,5.5,3.0,7.0,0.246596963942,0.75
"(656, 5)",0.0,3.0,0.0,3,3.0,5.5,3.0,9.0,0.165298888222,0.0
"(656, 6)",27.0,1.0,1.0,0,0.0,5.5,3.0,7.0,0.246596963942,0.75
"(660, 0)",20.0,0.5,0.0,3,4.0,4.0,5.0,5.0,0.367879441171,0.75
"(660, 1)",0.0,1.5,4.0,0,0.0,4.0,5.0,6.0,0.301194211912,0.0
"(660, 2)",20.0,4.0,0.0,3,4.0,4.0,5.0,8.0,0.201896517995,0.75
"(660, 3)",20.0,0.5,0.0,3,4.0,4.0,5.0,5.0,0.367879441171,0.75
"(660, 4)",0.0,1.0,0.0,3,4.0,4.0,5.0,5.0,0.367879441171,0.0
"(661, 0)",40.0,0.5,4.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0
"(661, 1)",40.0,1.5,4.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0
"(661, 3)",80.0,0.5,0.0,3,4.0,8.0,5.0,9.0,0.165298888222,0.0
"(661, 4)",80.0,1.0,0.0,3,4.0,8.0,5.0,9.0,0.165298888222,0.0
"(662, 0)",40.0,0.5,4.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0
"(662, 1)",40.0,1.5,4.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0
"(662, 4)",80.0,1.0,0.0,3,4.0,8.5,5.0,10.0,0.135335283237,0.0
"(664, 0)",20.0,0.5,0.0,3,4.0,5.0,5.0,6.0,0.301194211912,0.75
"(664, 1)",0.0,1.5,4.0,0,0.0,5.0,5.0,7.0,0.246596963942,0.0
"(664, 2)",20.0,4.0,0.0,3,4.0,5.0,5.0,9.0,0.165298888222,0.75
"(664, 3)",20.0,0.5,0.0,3,4.0,5.0,5.0,6.0,0.301194211912,0.75
"(666, 0)",40.0,0.5,4.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0
"(666, 1)",40.0,1.5,4.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0
"(666, 6)",80.0,1.0,0.0,3,4.0,8.5,5.0,10.0,0.135335283237,0.0
"(669, 0)",5.0,0.5,0.0,3,1.0,4.0,5.0,5.0,0.367879441171,0.75
"(669, 1)",0.0,1.5,1.0,0,0.0,4.0,5.0,6.0,0.301194211912,0.0
"(669, 2)",5.0,4.0,0.0,3,1.0,4.0,5.0,8.0,0.201896517995,0.75
"(669, 3)",5.0,0.5,0.0,3,1.0,4.0,5.0,5.0,0.367879441171,0.75
"(669, 6)",0.0,1.0,0.0,3,1.0,4.0,5.0,5.0,0.367879441171,0.0
"(676, 0)",40.0,0.5,4.0,0,0.0,2.5,5.0,3.0,0.548811636094,0.0
"(676, 1)",40.0,1.5,4.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0
"(676, 2)",40.0,4.0,4.0,0,0.0,2.5,5.0,7.0,0.246596963942,0.0
"(676, 3)",40.0,0.5,4.0,0,0.0,2.5,5.0,3.0,0.548811636094,0.0
"(676, 5)",80.0,3.0,0.0,3,4.0,2.5,5.0,6.0,0.301194211912,0.0
"(680, 0)",40.0,0.5,4.0,0,0.0,9.5,5.0,10.0,0.135335283237,0.0
"(680, 1)",40.0,1.5,4.0,0,0.0,9.5,5.0,11.0,0.110803158362,0.0
"(688, 0)",30.0,0.5,3.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0
"(688, 1)",30.0,1.5,3.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0
"(688, 4)",60.0,1.0,0.0,3,3.0,5.5,5.0,7.0,0.246596963942,0.0
"(688, 5)",60.0,3.0,0.0,3,3.0,5.5,5.0,9.0,0.165298888222,0.0
"(690, 0)",40.0,0.5,4.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0
"(690, 1)",40.0,1.5,4.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0
"(690, 3)",80.0,0.5,0.0,3,4.0,8.0,5.0,9.0,0.165298888222,0.0
"(690, 6)",80.0,1.0,0.0,3,4.0,8.0,5.0,9.0,0.165298888222,0.0
"(691, 0)",25.0,0.5,0.0,3,5.0,5.0,5.0,6.0,0.301194211912,0.75
"(691, 1)",0.0,1.5,5.0,0,0.0,5.0,5.0,7.0,0.246596963942,0.0
"(691, 2)",25.0,4.0,0.0,3,5.0,5.0,5.0,9.0,0.165298888222,0.75
"(691, 3)",25.0,0.5,0.0,3,5.0,5.0,5.0,6.0,0.301194211912,0.75
"(693, 1)",10.5,1.5,1.0,3,2.0,1.0,4.0,3.0,0.548811636094,1.0
"(693, 2)",10.5,4.0,1.0,3,1.0,1.0,4.0,5.0,0.367879441171,1.0
"(693, 4)",10.5,1.0,1.0,3,2.0,1.0,4.0,2.0,0.670320046036,1.0
"(693, 5)",3.0,3.0,3.0,0,0.0,1.0,4.0,4.0,0.449328964117,1.0
"(693, 6)",7.5,1.0,0.0,3,3.0,1.0,4.0,2.0,0.670320046036,0.0
"(694, 0)",40.0,0.5,4.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.0
"(694, 1)",40.0,1.5,4.0,0,0.0,9.0,5.0,11.0,0.110803158362,0.0
"(694, 3)",80.0,0.5,0.0,3,4.0,9.0,5.0,10.0,0.135335283237,0.0
"(700, 0)",20.0,0.5,0.0,3,4.0,4.0,5.0,5.0,0.367879441171,0.75
"(700, 1)",0.0,1.5,4.0,0,0.0,4.0,5.0,6.0,0.301194211912,0.0
"(700, 2)",20.0,4.0,0.0,3,4.0,4.0,5.0,8.0,0.201896517995,0.75
"(700, 3)",20.0,0.5,0.0,3,4.0,4.0,5.0,5.0,0.367879441171,0.75
"(700, 4)",0.0,1.0,0.0,3,4.0,4.0,5.0,5.0,0.367879441171,0.0
"(706, 0)",40.0,0.5,4.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0
"(706, 1)",40.0,1.5,4.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0
"(706, 3)",80.0,0.5,0.0,3,4.0,8.0,5.0,9.0,0.165298888222,0.0
"(706, 4)",80.0,1.0,0.0,3,4.0,8.0,5.0,9.0,0.165298888222,0.0
"(707, 0)",40.0,0.5,4.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0
"(707, 1)",40.0,1.5,4.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0
"(707, 4)",80.0,1.0,0.0,3,4.0,8.5,5.0,10.0,0.135335283237,0.0
"(717, 0)",40.0,0.5,4.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0
"(717, 1)",40.0,1.5,4.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0
"(717, 4)",80.0,1.0,0.0,3,4.0,5.5,5.0,7.0,0.246596963942,0.0
"(717, 5)",80.0,3.0,0.0,3,4.0,5.5,5.0,9.0,0.165298888222,0.0
"(719, 0)",40.0,0.5,4.0,0,0.0,6.5,5.0,7.0,0.246596963942,0.0
"(719, 1)",40.0,1.5,4.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0
"(719, 5)",80.0,3.0,0.0,3,4.0,6.5,5.0,10.0,0.135335283237,0.0
"(722, 1)",0.0,1.5,0.0,3,3.0,3.5,1.0,5.0,0.367879441171,0.0
"(722, 2)",0.0,4.0,0.0,3,3.0,3.5,1.0,8.0,0.201896517995,0.0
"(722, 3)",42.0,0.5,3.0,0,0.0,3.5,1.0,4.0,0.449328964117,0.75
"(722, 4)",42.0,1.0,4.0,0,0.0,3.5,1.0,5.0,0.367879441171,0.75
"(722, 6)",42.0,1.0,1.0,0,0.0,3.5,1.0,5.0,0.367879441171,0.75
"(726, 4)",50.0,1.0,0.0,3,5.0,6.5,5.0,8.0,0.201896517995,0.0
"(726, 5)",25.0,3.0,5.0,0,0.0,6.5,5.0,10.0,0.135335283237,0.0
"(726, 6)",25.0,1.0,5.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0
"(728, 5)",25.0,3.0,5.0,0,0.0,7.5,5.0,11.0,0.110803158362,0.0
"(728, 6)",25.0,1.0,5.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.0
"(730, 0)",30.0,0.5,3.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0
"(730, 1)",30.0,1.5,3.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0
"(730, 6)",60.0,1.0,0.0,3,3.0,8.5,5.0,10.0,0.135335283237,0.0
"(732, 0)",15.0,0.5,0.0,3,3.0,4.0,5.0,5.0,0.367879441171,0.75
"(732, 1)",0.0,1.5,3.0,0,0.0,4.0,5.0,6.0,0.301194211912,0.0
"(732, 2)",15.0,4.0,0.0,3,3.0,4.0,5.0,8.0,0.201896517995,0.75
"(732, 3)",15.0,0.5,0.0,3,3.0,4.0,5.0,5.0,0.367879441171,0.75
"(732, 6)",0.0,1.0,0.0,3,3.0,4.0,5.0,5.0,0.367879441171,0.0
"(735, 0)",30.0,0.5,3.0,0,0.0,6.5,5.0,7.0,0.246596963942,0.0
"(735, 1)",30.0,1.5,3.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0
"(735, 5)",60.0,3.0,0.0,3,3.0,6.5,5.0,10.0,0.135335283237,0.0
"(736, 1)",40.0,1.5,0.0,3,4.0,5.0,5.0,7.0,0.246596963942,0.0
"(736, 4)",40.0,1.0,0.0,3,4.0,5.0,5.0,6.0,0.301194211912,0.0
"(736, 5)",20.0,3.0,4.0,0,0.0,5.0,5.0,8.0,0.201896517995,0.0
"(736, 6)",20.0,1.0,4.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.0
"(739, 0)",1.5,0.5,0.0,3,3.0,1.5,4.0,2.0,0.670320046036,0.75
"(739, 2)",1.5,4.0,0.0,3,3.0,1.5,4.0,6.0,0.301194211912,0.75
"(739, 4)",16.5,1.0,1.0,3,1.0,1.5,4.0,3.0,0.548811636094,0.75
"(739, 5)",0.0,3.0,0.0,3,3.0,1.5,4.0,5.0,0.367879441171,0.0
"(739, 6)",16.5,1.0,3.0,0,0.0,1.5,4.0,3.0,0.548811636094,0.75
"(745, 0)",50.0,0.5,5.0,0,0.0,7.5,5.0,8.0,0.201896517995,0.0
"(745, 1)",50.0,1.5,5.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.0
"(745, 4)",100.0,1.0,0.0,3,5.0,7.5,5.0,9.0,0.165298888222,0.0
"(745, 6)",100.0,1.0,0.0,3,5.0,7.5,5.0,9.0,0.165298888222,0.0
"(747, 0)",0.0,0.5,0.0,3,3.0,5.5,4.0,6.0,0.301194211912,0.0
"(747, 3)",21.0,0.5,1.0,3,2.0,5.5,4.0,6.0,0.301194211912,0.75
"(747, 4)",21.0,1.0,1.0,3,2.0,5.5,4.0,7.0,0.246596963942,0.75
"(747, 5)",0.0,3.0,0.0,3,3.0,5.5,4.0,9.0,0.165298888222,0.0
"(747, 6)",21.0,1.0,3.0,0,0.0,5.5,4.0,7.0,0.246596963942,0.75
"(748, 0)",20.0,0.5,0.0,3,2.0,6.0,5.0,7.0,0.246596963942,0.0
"(748, 4)",20.0,1.0,0.0,3,2.0,6.0,5.0,7.0,0.246596963942,0.0
"(748, 5)",10.0,3.0,2.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0
"(748, 6)",10.0,1.0,2.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
"(750, 0)",40.0,0.5,4.0,0,0.0,7.5,5.0,8.0,0.201896517995,0.0
"(750, 1)",40.0,1.5,4.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.0
"(750, 4)",80.0,1.0,0.0,3,4.0,7.5,5.0,9.0,0.165298888222,0.0
"(750, 6)",80.0,1.0,0.0,3,4.0,7.5,5.0,9.0,0.165298888222,0.0
"(751, 0)",50.0,0.5,5.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0
"(751, 1)",50.0,1.5,5.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0
"(751, 3)",100.0,0.5,0.0,3,5.0,8.0,5.0,9.0,0.165298888222,0.0
"(751, 4)",100.0,1.0,0.0,3,5.0,8.0,5.0,9.0,0.165298888222,0.0
"(760, 0)",50.0,0.5,5.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0
"(760, 1)",50.0,1.5,5.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0
"(760, 4)",100.0,1.0,0.0,3,5.0,8.5,5.0,10.0,0.135335283237,0.0
"(783, 2)",40.0,4.0,0.0,3,4.0,2.5,5.0,7.0,0.246596963942,0.0
"(783, 4)",40.0,1.0,0.0,3,4.0,2.5,5.0,4.0,0.449328964117,0.0
"(783, 5)",20.0,3.0,4.0,0,0.0,2.5,5.0,6.0,0.301194211912,0.0
"(783, 6)",20.0,1.0,4.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0
"(784, 0)",15.0,0.5,0.0,3,3.0,3.0,2.0,4.0,0.449328964117,0.75
"(784, 1)",0.0,1.5,0.0,3,3.0,3.0,2.0,5.0,0.367879441171,0.0
"(784, 2)",15.0,4.0,0.0,3,3.0,3.0,2.0,7.0,0.246596963942,0.75
"(784, 4)",9.0,1.0,3.0,0,0.0,3.0,2.0,4.0,0.449328964117,0.75
"(784, 6)",9.0,1.0,3.0,0,0.0,3.0,2.0,4.0,0.449328964117,0.75
"(789, 0)",15.0,0.5,0.0,3,3.0,3.0,1.0,4.0,0.449328964117,0.75
"(789, 1)",0.0,1.5,0.0,3,3.0,3.0,1.0,5.0,0.367879441171,0.0
"(789, 2)",15.0,4.0,0.0,3,3.0,3.0,1.0,7.0,0.246596963942,0.75
"(789, 4)",12.0,1.0,3.0,0,0.0,3.0,1.0,4.0,0.449328964117,0.75
"(789, 6)",12.0,1.0,4.0,3,1.0,3.0,1.0,4.0,0.449328964117,0.75
"(792, 0)",6.0,0.5,0.0,3,3.0,1.5,1.0,2.0,0.670320046036,0.75
"(792, 2)",6.0,4.0,0.0,3,3.0,1.5,1.0,6.0,0.301194211912,0.75
"(792, 4)",21.0,1.0,3.0,0,0.0,1.5,1.0,3.0,0.548811636094,0.75
"(792, 5)",0.0,3.0,0.0,3,3.0,1.5,1.0,5.0,0.367879441171,0.0
"(792, 6)",21.0,1.0,4.0,0,0.0,1.5,1.0,3.0,0.548811636094,0.75
"(794, 0)",13.5,0.5,0.0,3,3.0,4.5,1.0,5.0,0.367879441171,0.75
"(794, 2)",13.5,4.0,0.0,3,3.0,4.5,1.0,9.0,0.165298888222,0.75
"(794, 4)",13.5,1.0,5.0,0,0.0,4.5,1.0,6.0,0.301194211912,0.75
"(794, 6)",13.5,1.0,3.0,0,0.0,4.5,1.0,6.0,0.301194211912,0.75
"(797, 0)",0.0,0.5,0.0,3,3.0,8.5,1.0,9.0,0.165298888222,0.0
"(797, 3)",54.0,0.5,2.0,0,0.0,8.5,1.0,9.0,0.165298888222,0.75
"(797, 4)",54.0,1.0,3.0,0,0.0,8.5,1.0,10.0,0.135335283237,0.75
"(797, 6)",54.0,1.0,5.0,0,0.0,8.5,1.0,10.0,0.135335283237,0.75
"(803, 0)",15.0,0.5,0.0,3,3.0,7.0,1.0,8.0,0.201896517995,0.0
"(803, 1)",15.0,1.5,0.0,3,3.0,7.0,1.0,9.0,0.165298888222,0.0
"(803, 3)",39.0,0.5,4.0,0,0.0,7.0,1.0,8.0,0.201896517995,0.75
"(803, 4)",39.0,1.0,3.0,0,0.0,7.0,1.0,8.0,0.201896517995,0.75
"(803, 6)",39.0,1.0,4.0,3,1.0,7.0,1.0,8.0,0.201896517995,0.75
"(804, 0)",15.0,0.5,0.0,3,3.0,7.0,2.0,8.0,0.201896517995,0.0
"(804, 1)",15.0,1.5,0.0,3,3.0,7.0,2.0,9.0,0.165298888222,0.0
"(804, 3)",33.0,0.5,2.0,0,0.0,7.0,2.0,8.0,0.201896517995,0.75
"(804, 4)",33.0,1.0,3.0,0,0.0,7.0,2.0,8.0,0.201896517995,0.75
