,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,IG_1
"(833, 0)",1,15.0,0.5,3.0,7.5,1.0,0.818730753078,0.201896517995,0.0
"(833, 1)",1,15.0,1.5,3.0,8.5,1.0,0.246596963942,0.165298888222,0.0
"(833, 3)",1,39.0,0.5,3.0,7.5,1.0,0.818730753078,0.201896517995,3.0
"(833, 4)",1,39.0,1.0,3.0,8.0,1.0,0.246596963942,0.201896517995,3.0
"(833, 6)",1,39.0,1.0,3.0,8.0,1.0,0.818730753078,0.201896517995,3.0
"(841, 0)",1,50.0,0.5,5.0,6.0,5.0,0.301194211912,0.301194211912,0.0
"(841, 1)",1,50.0,1.5,5.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(841, 4)",1,100.0,1.0,5.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(841, 5)",1,100.0,3.0,5.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(842, 0)",1,50.0,0.5,5.0,9.0,5.0,0.165298888222,0.165298888222,0.0
"(842, 1)",1,50.0,1.5,5.0,10.0,5.0,0.818730753078,0.135335283237,0.0
"(842, 4)",1,100.0,1.0,5.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(844, 0)",1,50.0,0.5,5.0,10.0,5.0,0.135335283237,0.135335283237,0.0
"(844, 1)",1,50.0,1.5,5.0,11.0,5.0,0.818730753078,0.110803158362,0.0
"(845, 0)",1,50.0,0.5,5.0,7.0,5.0,0.246596963942,0.246596963942,0.0
"(845, 1)",1,50.0,1.5,5.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(845, 5)",1,100.0,3.0,5.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(846, 0)",1,50.0,0.5,5.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(846, 1)",1,50.0,1.5,5.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(846, 2)",1,100.0,4.0,5.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(846, 3)",1,100.0,0.5,5.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(846, 4)",1,100.0,1.0,5.0,5.5,5.0,0.367879441171,0.301194211912,0.0
"(847, 1)",1,0.0,1.5,3.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(847, 3)",1,15.0,0.5,3.0,5.0,5.0,0.818730753078,0.367879441171,3.0
"(847, 4)",1,15.0,1.0,3.0,5.5,5.0,0.367879441171,0.301194211912,3.0
"(847, 5)",1,0.0,3.0,3.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(847, 6)",1,15.0,1.0,3.0,5.5,5.0,0.818730753078,0.301194211912,3.0
"(848, 1)",1,0.0,1.5,3.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(848, 3)",1,30.0,0.5,3.0,8.0,5.0,0.818730753078,0.201896517995,3.0
"(848, 4)",1,30.0,1.0,3.0,8.5,5.0,0.201896517995,0.165298888222,3.0
"(848, 6)",1,30.0,1.0,3.0,8.5,5.0,0.201896517995,0.165298888222,3.0
"(853, 1)",1,50.0,1.5,5.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(853, 3)",1,50.0,0.5,5.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(853, 5)",1,25.0,3.0,5.0,8.5,5.0,0.301194211912,0.165298888222,0.0
"(853, 6)",1,25.0,1.0,5.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(854, 1)",1,50.0,1.5,5.0,7.5,5.0,0.301194211912,0.201896517995,0.0
"(854, 5)",1,25.0,3.0,5.0,9.0,5.0,0.301194211912,0.165298888222,0.0
"(854, 6)",1,25.0,1.0,5.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(860, 1)",1,50.0,1.5,5.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(860, 4)",1,50.0,1.0,5.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(860, 5)",1,25.0,3.0,5.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(860, 6)",1,25.0,1.0,5.0,6.0,5.0,0.367879441171,0.301194211912,0.0
